Player,touches,post_touches,post_fgm,post_fga,post_ftm,post_fta,post_pts,Passes,Assists,Turnovers,Fouls,FG%,ppp_post,post_pass_pct,post_ast_pct,post_to_pct,Foul%,possessions,Touches Per Poss,post_per_poss,season_year,player
Scottie Barnes,5651,180,34,80,15,18,86,69,16,9,9,0.425,0.4778,0.3833,0.0889,0.05,0.05,5511,1.0254,0.0327,2026,Scottie Barnes
Scotty Pippen Jr.,497,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,451,1.102,0.0,2026,Scotty Pippen Jr.
Sean Pedulla,57,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.95,0.0,2026,Sean Pedulla
Seth Curry,188,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,272,0.6912,0.0,2026,Seth Curry
Shaedon Sharpe,2738,2,0,0,0,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,3123,0.8767,0.0006,2026,Shaedon Sharpe
Shai Gilgeous-Alexander,4531,82,23,45,9,12,56,29,4,2,6,0.5111,0.6829,0.3537,0.0488,0.0244,0.0732,4739,0.9561,0.0173,2026,Shai Gilgeous-Alexander
Sharife Cooper,1527,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1472,1.0374,0.0,2026,Sharife Cooper
Sidy Cissoko,1769,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2968,0.596,0.0,2026,Sidy Cissoko
Simone Fontecchio,1755,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2496,0.7031,0.0,2026,Simone Fontecchio
Sion James,2794,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3662,0.763,0.0003,2026,Sion James
Skal Labissiere,67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.8816,0.0,2026,Skal Labissiere
Spencer Jones,1087,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2854,0.3809,0.0,2026,Spencer Jones
Stanley Umude,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.5714,0.0,2026,Stanley Umude
Stephen Curry,2812,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2819,0.9975,0.0,2026,Stephen Curry
Stephon Castle,4610,9,2,4,2,2,6,3,2,1,1,0.5,0.6667,0.3333,0.2222,0.1111,0.1111,4251,1.0845,0.0021,2026,Stephon Castle
Steven Adams,901,7,3,3,0,0,6,2,0,2,0,1.0,0.8571,0.2857,0.0,0.2857,0.0,1459,0.6175,0.0048,2026,Steven Adams
Svi Mykhailiuk,1441,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2441,0.5903,0.0,2026,Svi Mykhailiuk
T.J. McConnell,2800,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1.3855,0.0,2026,T.J. McConnell
Taelon Peter,786,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1049,0.7493,0.0,2026,Taelon Peter
Taj Gibson,98,3,0,2,0,0,0,1,0,0,0,0.0,0.0,0.3333,0.0,0.0,0.0,207,0.4734,0.0145,2026,Taj Gibson
Tari Eason,2337,4,1,2,0,0,2,1,0,1,0,0.5,0.5,0.25,0.0,0.25,0.0,3096,0.7548,0.0013,2026,Tari Eason
Taurean Prince,819,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1239,0.661,0.0,2026,Taurean Prince
Taylor Hendricks,1260,7,1,3,2,2,4,3,1,0,1,0.3333,0.5714,0.4286,0.1429,0.0,0.1429,2323,0.5424,0.003,2026,Taylor Hendricks
Terance Mann,2586,4,0,1,0,0,0,3,2,0,0,0.0,0.0,0.75,0.5,0.0,0.0,3064,0.844,0.0013,2026,Terance Mann
Terrence Shannon Jr.,700,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1114,0.6284,0.0,2026,Terrence Shannon Jr.
Thanasis Antetokounmpo,219,2,0,0,1,2,1,0,0,1,1,0.0,0.5,0.0,0.0,0.5,0.5,301,0.7276,0.0066,2026,Thanasis Antetokounmpo
Thomas Bryant,1193,16,5,11,2,4,12,2,0,0,2,0.4545,0.75,0.125,0.0,0.0,0.125,1519,0.7854,0.0105,2026,Thomas Bryant
Tidjane SalaÃ¼n,828,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1150,0.72,0.0009,2026,Tidjane Salan
Tim Hardaway Jr.,2501,1,1,1,0,0,2,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,4394,0.5692,0.0002,2026,Tim Hardaway Jr.
Tobias Harris,2604,187,53,90,21,26,134,69,16,9,14,0.5889,0.7166,0.369,0.0856,0.0481,0.0749,3535,0.7366,0.0529,2026,Tobias Harris
Toby Okani,181,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,475,0.3811,0.0021,2026,Toby Okani
Tolu Smith,207,4,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,269,0.7695,0.0149,2026,Tolu Smith
Tony Bradley,498,7,2,5,4,4,8,0,0,0,2,0.4,1.1429,0.0,0.0,0.0,0.2857,927,0.5372,0.0076,2026,Tony Bradley
Tosan Evbuomwan,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5333,0.0,2026,Tosan Evbuomwan
Toumani Camara,4537,3,0,1,0,0,0,1,0,1,0,0.0,0.0,0.3333,0.0,0.3333,0.0,5714,0.794,0.0005,2026,Toumani Camara
Trae Young,935,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,852,1.0974,0.0,2026,Trae Young
Trayce Jackson-Davis,835,17,2,3,2,2,6,10,2,1,1,0.6667,0.3529,0.5882,0.1176,0.0588,0.0588,1018,0.8202,0.0167,2026,Trayce Jackson-Davis
Tre Johnson,1996,4,0,1,0,0,0,1,0,1,0,0.0,0.0,0.25,0.0,0.25,0.0,3087,0.6466,0.0013,2026,Tre Johnson
Tre Jones,3949,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3791,1.0417,0.0,2026,Tre Jones
Tre Mann,1404,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1324,1.0604,0.0,2026,Tre Mann
Trendon Watford,2052,61,14,24,2,4,31,25,6,4,2,0.5833,0.5082,0.4098,0.0984,0.0656,0.0328,1805,1.1368,0.0338,2026,Trendon Watford
Trentyn Flowers,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.8,0.0,2026,Trentyn Flowers
Trevon Scott,249,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,373,0.6676,0.0,2026,Trevon Scott
Trevor Keels,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.7368,0.0,2026,Trevor Keels
Trey Alexander,155,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,234,0.6624,0.0,2026,Trey Alexander
Trey Jemison,81,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,169,0.4793,0.0,2026,Trey Jemison
Trey Jemison III,81,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,169,0.4793,0.0,2026,Trey Jemison III
Trey Murphy III,4040,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4881,0.8277,0.0,2026,Trey Murphy III
Tristan da Silva,2413,3,2,3,0,0,4,0,0,0,0,0.6667,1.3333,0.0,0.0,0.0,0.0,3909,0.6173,0.0008,2026,Tristan da Silva
Tristan Enaruna,110,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,170,0.6471,0.0,2026,Tristan Enaruna
Tristan Vukcevic,1160,5,1,1,2,6,4,1,0,0,3,1.0,0.8,0.2,0.0,0.0,0.6,1432,0.8101,0.0035,2026,Tristan Vukcevic
Tristen Newton,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.875,0.0,2026,Tristen Newton
Ty Jerome,784,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,684,1.1462,0.0,2026,Ty Jerome
Tyler Burton,403,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,649,0.621,0.0,2026,Tyler Burton
Tyler Herro,1859,2,0,0,0,0,0,1,0,1,0,0.0,0.0,0.5,0.0,0.5,0.0,2041,0.9108,0.001,2026,Tyler Herro
Tyler Kolek,1806,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1476,1.2236,0.0,2026,Tyler Kolek
Tyler Smith,201,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,345,0.5826,0.0,2026,Tyler Smith
Tyrese Martin,1509,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1535,0.9831,0.0,2026,Tyrese Martin
Tyrese Maxey,6668,13,4,7,4,4,12,3,0,1,2,0.5714,0.9231,0.2308,0.0,0.0769,0.1538,5500,1.2124,0.0024,2026,Tyrese Maxey
Tyrese Proctor,1016,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1108,0.917,0.0,2026,Tyrese Proctor
Tyson Etienne,580,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,788,0.736,0.0,2026,Tyson Etienne
TyTy Washington Jr.,157,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,170,0.9235,0.0,2026,TyTy Washington Jr.
Tyus Jones,2131,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1.0544,0.0,2026,Tyus Jones
Victor Wembanyama,3743,186,42,86,27,34,112,63,9,11,17,0.4884,0.6022,0.3387,0.0484,0.0591,0.0914,3888,0.9627,0.0478,2026,Victor Wembanyama
Vince Williams Jr.,1976,4,0,0,0,0,0,3,2,0,0,0.0,0.0,0.75,0.5,0.0,0.0,1689,1.1699,0.0024,2026,Vince Williams Jr.
Vit Krejci,1964,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2921,0.6724,0.0,2026,Vit Krejci
VJ Edgecombe,5286,10,3,6,2,2,8,1,1,2,1,0.5,0.8,0.1,0.1,0.2,0.1,5398,0.9793,0.0019,2026,VJ Edgecombe
Vladislav Goldin,23,1,1,1,0,0,2,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,57,0.4035,0.0175,2026,Vladislav Goldin
VÃ­t KrejÄÃ­,1964,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2921,0.6724,0.0,2026,Vt Krej
Walker Kessler,265,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,310,0.8548,0.0,2026,Walker Kessler
Walter Clayton Jr.,3112,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2928,1.0628,0.0,2026,Walter Clayton Jr.
Wendell Carter Jr.,3035,28,6,15,3,4,15,8,0,2,2,0.4,0.5357,0.2857,0.0,0.0714,0.0714,4756,0.6381,0.0059,2026,Wendell Carter Jr.
Wendell Moore Jr.,66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,119,0.5546,0.0,2026,Wendell Moore Jr.
Will Richard,1673,2,0,0,0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2830,0.5912,0.0007,2026,Will Richard
Will Riley,2599,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,3430,0.7577,0.0003,2026,Will Riley
Xavier Tillman,251,3,1,1,0,0,2,2,1,0,0,1.0,0.6667,0.6667,0.3333,0.0,0.0,360,0.6972,0.0083,2026,Xavier Tillman
Yang Hansen,394,24,4,10,7,8,16,5,1,3,4,0.4,0.6667,0.2083,0.0417,0.125,0.1667,627,0.6284,0.0383,2026,Yang Hansen
Yanic Konan NiederhÃ¤user,473,4,2,3,0,0,4,1,1,0,0,0.6667,1.0,0.25,0.25,0.0,0.0,844,0.5604,0.0047,2026,Yanic Konan Niederhuser
Yuki Kawamura,443,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,452,0.9801,0.0,2026,Yuki Kawamura
Yves Missi,1617,7,1,3,0,0,2,2,0,2,0,0.3333,0.2857,0.2857,0.0,0.2857,0.0,2665,0.6068,0.0026,2026,Yves Missi
Zaccharie Risacher,1763,2,0,1,0,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,3218,0.5479,0.0006,2026,Zaccharie Risacher
Zach Collins,300,5,2,3,2,2,6,1,0,0,1,0.6667,1.2,0.2,0.0,0.0,0.2,389,0.7712,0.0129,2026,Zach Collins
Zach Edey,401,47,19,30,0,0,38,10,4,4,0,0.6333,0.8085,0.2128,0.0851,0.0851,0.0,589,0.6808,0.0798,2026,Zach Edey
Zach LaVine,1999,7,1,3,0,0,2,2,0,1,0,0.3333,0.2857,0.2857,0.0,0.1429,0.0,2522,0.7926,0.0028,2026,Zach LaVine
Zeke Nnaji,732,3,0,0,0,0,0,2,1,1,0,0.0,0.0,0.6667,0.3333,0.3333,0.0,1247,0.587,0.0024,2026,Zeke Nnaji
Ziaire Williams,1493,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2620,0.5698,0.0004,2026,Ziaire Williams
Zion Williamson,3041,94,14,33,14,18,42,37,10,12,9,0.4242,0.4468,0.3936,0.1064,0.1277,0.0957,3883,0.7832,0.0242,2026,Zion Williamson
Zyon Pullin,85,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.9239,0.0,2026,Zyon Pullin
