Player,Touches,Elbow Touches,FGM,FGA,FTM,FTA,Points,Passes,Assists,Turnovers,Fouls,FG%,Points Per Elbow Touch,Pass%,Ast%,TO%,Foul%,Possessions,Touches Per Poss,Elbow Touches Per Poss,season_year
Trey Alexander,155,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,234,0.6624,0.0,2026
Trey Jemison,81,10,1,2,0,0,2,6,1,1,0,0.5,0.2,0.6,0.1,0.1,0.0,169,0.4793,0.0592,2026
Trey Jemison III,81,10,1,2,0,0,2,6,1,1,0,0.5,0.2,0.6,0.1,0.1,0.0,169,0.4793,0.0592,2026
Trey Murphy III,4040,42,16,21,9,10,41,12,2,2,5,0.7619,0.9762,0.2857,0.0476,0.0476,0.119,4881,0.8277,0.0086,2026
Tristan da Silva,2413,60,15,28,0,0,31,28,8,3,0,0.5357,0.5167,0.4667,0.1333,0.05,0.0,3909,0.6173,0.0153,2026
Tristan Enaruna,110,3,0,0,0,0,0,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,170,0.6471,0.0176,2026
Tristan Vukcevic,1160,86,23,47,14,16,62,25,3,3,7,0.4894,0.7209,0.2907,0.0349,0.0349,0.0814,1432,0.8101,0.0601,2026
Tristen Newton,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.875,0.0,2026
Ty Jerome,784,4,2,2,0,0,4,2,0,0,0,1.0,1.0,0.5,0.0,0.0,0.0,684,1.1462,0.0058,2026
Tyler Burton,403,5,3,4,2,2,9,0,0,0,1,0.75,1.8,0.0,0.0,0.0,0.2,649,0.621,0.0077,2026
Tyler Herro,1859,13,2,5,4,4,8,6,2,0,2,0.4,0.6154,0.4615,0.1538,0.0,0.1538,2041,0.9108,0.0064,2026
Tyler Kolek,1806,12,1,4,0,0,2,8,1,0,0,0.25,0.1667,0.6667,0.0833,0.0,0.0,1476,1.2236,0.0081,2026
Tyler Smith,201,5,0,1,0,0,0,2,0,1,0,0.0,0.0,0.4,0.0,0.2,0.0,345,0.5826,0.0145,2026
Tyrese Martin,1509,15,7,9,0,0,15,5,0,1,0,0.7778,1.0,0.3333,0.0,0.0667,0.0,1535,0.9831,0.0098,2026
Tyrese Maxey,6668,16,6,8,0,0,12,6,1,2,0,0.75,0.75,0.375,0.0625,0.125,0.0,5500,1.2124,0.0029,2026
Tyrese Proctor,1016,7,4,5,0,0,9,1,1,1,0,0.8,1.2857,0.1429,0.1429,0.1429,0.0,1108,0.917,0.0063,2026
Tyson Etienne,580,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,788,0.736,0.0013,2026
TyTy Washington Jr.,157,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,170,0.9235,0.0059,2026
Tyus Jones,2131,4,0,2,0,0,0,2,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,2021,1.0544,0.002,2026
Victor Wembanyama,3743,290,61,117,47,56,172,116,27,12,25,0.5214,0.5931,0.4,0.0931,0.0414,0.0862,3888,0.9627,0.0746,2026
Vince Williams Jr.,1976,18,4,9,0,0,8,8,3,1,0,0.4444,0.4444,0.4444,0.1667,0.0556,0.0,1689,1.1699,0.0107,2026
Vit Krejci,1964,19,5,7,3,4,13,10,1,0,2,0.7143,0.6842,0.5263,0.0526,0.0,0.1053,2921,0.6724,0.0065,2026
VJ Edgecombe,5286,50,14,23,8,8,36,20,5,3,3,0.6087,0.72,0.4,0.1,0.06,0.06,5398,0.9793,0.0093,2026
Vladislav Goldin,23,1,1,1,0,0,3,0,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,57,0.4035,0.0175,2026
VÃ­t KrejÄÃ­,1964,19,5,7,3,4,13,10,1,0,2,0.7143,0.6842,0.5263,0.0526,0.0,0.1053,2921,0.6724,0.0065,2026
Walker Kessler,265,13,1,2,4,6,6,7,3,1,3,0.5,0.4615,0.5385,0.2308,0.0769,0.2308,310,0.8548,0.0419,2026
Walter Clayton Jr.,3112,16,7,8,0,0,15,7,0,1,0,0.875,0.9375,0.4375,0.0,0.0625,0.0,2928,1.0628,0.0055,2026
Wendell Carter Jr.,3035,241,40,78,31,36,113,131,27,7,17,0.5128,0.4689,0.5436,0.112,0.029,0.0705,4756,0.6381,0.0507,2026
Wendell Moore Jr.,66,2,2,2,0,0,4,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,119,0.5546,0.0168,2026
Will Richard,1673,34,11,15,3,4,25,14,5,2,2,0.7333,0.7353,0.4118,0.1471,0.0588,0.0588,2830,0.5912,0.012,2026
Will Riley,2599,40,19,27,7,10,46,5,1,1,5,0.7037,1.15,0.125,0.025,0.025,0.125,3430,0.7577,0.0117,2026
Xavier Tillman,251,7,0,1,0,2,0,5,1,0,1,0.0,0.0,0.7143,0.1429,0.0,0.1429,360,0.6972,0.0194,2026
Yang Hansen,394,22,5,11,6,6,17,6,1,2,3,0.4545,0.7727,0.2727,0.0455,0.0909,0.1364,627,0.6284,0.0351,2026
Yanic Konan NiederhÃ¤user,473,40,9,11,9,10,27,20,4,3,5,0.8182,0.675,0.5,0.1,0.075,0.125,844,0.5604,0.0474,2026
Yuki Kawamura,443,2,0,0,0,0,0,2,1,0,0,0.0,0.0,1.0,0.5,0.0,0.0,452,0.9801,0.0044,2026
Yves Missi,1617,102,16,40,5,10,40,48,11,5,5,0.4,0.3922,0.4706,0.1078,0.049,0.049,2665,0.6068,0.0383,2026
Zaccharie Risacher,1763,36,15,23,5,6,39,9,1,0,3,0.6522,1.0833,0.25,0.0278,0.0,0.0833,3218,0.5479,0.0112,2026
Zach Collins,300,25,6,9,7,10,20,11,2,0,4,0.6667,0.8,0.44,0.08,0.0,0.16,389,0.7712,0.0643,2026
Zach Edey,401,28,2,6,3,4,7,18,1,1,2,0.3333,0.25,0.6429,0.0357,0.0357,0.0714,589,0.6808,0.0475,2026
Zach LaVine,1999,11,6,9,0,0,12,2,0,0,0,0.6667,1.0909,0.1818,0.0,0.0,0.0,2522,0.7926,0.0044,2026
Zeke Nnaji,732,55,9,16,11,12,30,28,3,4,6,0.5625,0.5455,0.5091,0.0545,0.0727,0.1091,1247,0.587,0.0441,2026
Ziaire Williams,1493,17,4,8,2,2,10,7,3,0,1,0.5,0.5882,0.4118,0.1765,0.0,0.0588,2620,0.5698,0.0065,2026
Zion Williamson,3041,111,35,53,11,20,85,40,9,4,10,0.6604,0.7658,0.3604,0.0811,0.036,0.0901,3883,0.7832,0.0286,2026
Zyon Pullin,85,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.9239,0.0,2026
