player,team,minutes,off_poss,pts,fg2m,fg2a,Fg2Pct,fg3m,fg3a,Fg3Pct,non_heave_fg3_pct,ft_pts,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,assisted_2s_pct,NonPutbacksAssisted2sPct,assisted_3s_pct,fg3a_rate,shot_quality,efg_pct,ts_pct,pts_putbacks,fg2a_blocked,FG2APctBlocked,fg3a_blocked,FG3APctBlocked,usage,ppp,creation_rate
Grayson Allen,PHX,221,448,113,17,27,0.6296296296296297,23,68,0.3382352941176471,0.3382352941176471,10,24,10,51,18,0.7058823529411765,0.7058823529411765,0.7391304347826086,0.7157894736842105,0.5475636842105263,0.5421052631578948,0.5606060606060606,0,5,0.1851851851851851,1,0.0147058823529411,21.24756335282651,0.2522,0.2775
Nique Clifford,SAC,217,455,63,18,43,0.4186046511627907,8,22,0.3636363636363636,0.3636363636363636,3,26,10,24,0,0.7222222222222222,0.7647058823529411,1.0,0.3384615384615385,0.5277938461538462,0.4615384615384615,0.4565217391304347,2,4,0.0930232558139534,0,0.0,15.60693641618497,0.1385,0.1389
De'Andre Hunter,CLE,214,445,111,26,40,0.65,15,49,0.3061224489795918,0.3061224489795918,14,34,18,39,6,0.6538461538461539,0.7083333333333334,0.8666666666666667,0.550561797752809,0.5582825842696629,0.5449438202247191,0.578125,4,5,0.125,0,0.0,20.758483033932137,0.2494,0.2397
Luke Kornet,SAS,213,448,65,25,35,0.7142857142857143,0,0,0.0,0.0,15,44,6,0,0,0.88,1.0,0.0,0.0,0.673697142857143,0.7142857142857143,0.7738095238095238,6,3,0.0857142857142857,0,0.0,9.181636726546907,0.1451,0.56
Oso Ighodaro,PHX,211,426,72,33,49,0.673469387755102,0,0,0.0,0.0,6,64,2,0,0,0.9696969696969696,0.9696969696969696,0.0,0.0,0.6027591836734694,0.673469387755102,0.6923076923076923,0,4,0.0816326530612244,0,0.0,11.983471074380166,0.169,0.5152
Jalen Green,PHX,205,420,153,41,73,0.5616438356164384,19,51,0.3725490196078431,0.3725490196078431,14,30,52,42,15,0.3658536585365853,0.3658536585365853,0.7368421052631579,0.4112903225806452,0.5792491935483872,0.5604838709677419,0.583969465648855,0,11,0.1506849315068493,0,0.0,30.084745762711865,0.3643,0.4487
GG Jackson,MEM,203,419,129,32,58,0.5517241379310345,16,27,0.5925925925925926,0.5925925925925926,17,34,30,42,6,0.53125,0.5862068965517241,0.875,0.3176470588235294,0.5832058823529412,0.6588235294117647,0.6861702127659575,6,9,0.1551724137931034,0,0.0,22.1505376344086,0.3079,0.2969
Jock Landale,ATL,201,399,75,24,36,0.6666666666666666,7,21,0.3333333333333333,0.3333333333333333,6,32,16,21,0,0.6666666666666666,0.8421052631578947,1.0,0.3684210526315789,0.554082456140351,0.6052631578947368,0.6147540983606558,10,2,0.0555555555555555,0,0.0,15.686274509803924,0.188,0.1667
Drake Powell,BKN,199,392,73,13,27,0.4814814814814814,14,33,0.4242424242424242,0.4242424242424242,5,14,12,39,3,0.5384615384615384,0.5833333333333334,0.9285714285714286,0.55,0.5488008333333332,0.5666666666666667,0.5887096774193549,2,4,0.1481481481481481,0,0.0,15.676959619952497,0.1862,0.2665
Sidy Cissoko,POR,197,414,47,11,22,0.5,6,28,0.2142857142857142,0.2142857142857142,7,12,10,18,0,0.5454545454545454,0.6,1.0,0.56,0.578737,0.4,0.4272727272727272,2,7,0.3181818181818182,0,0.0,14.25619834710744,0.1135,0.2273
Gui Santos,GSW,193,388,66,17,26,0.6538461538461539,9,28,0.3214285714285714,0.3214285714285714,5,28,6,27,0,0.8235294117647058,0.8235294117647058,1.0,0.5185185185185185,0.5802916666666668,0.5648148148148148,0.5789473684210527,0,3,0.1153846153846153,0,0.0,16.241299303944317,0.1701,0.0882
Coby White,CHI,193,404,118,24,35,0.6857142857142857,19,56,0.3392857142857143,0.3392857142857143,13,16,32,54,3,0.3333333333333333,0.3478260869565217,0.9473684210526316,0.6153846153846154,0.5933225274725275,0.5769230769230769,0.6157894736842106,2,2,0.0571428571428571,0,0.0,24.33035714285714,0.2921,0.3596
Bennedict Mathurin,IND,191,389,82,16,35,0.4571428571428571,10,31,0.3225806451612903,0.3225806451612903,20,18,14,24,6,0.5625,0.5625,0.8,0.4696969696969697,0.5330977272727272,0.4696969696969697,0.5324675324675324,0,1,0.0285714285714285,0,0.0,21.647058823529413,0.2108,0.3188
Brice Sensabaugh,UTA,189,408,90,14,30,0.4666666666666667,16,40,0.4,0.4,14,14,14,45,3,0.5,0.5384615384615384,0.9375,0.5714285714285714,0.545665,0.5428571428571428,0.577922077922078,2,1,0.0333333333333333,0,0.0,19.506726457399104,0.2206,0.2812
Keegan Murray,SAC,189,390,89,28,50,0.56,7,27,0.2592592592592592,0.2592592592592592,12,34,22,15,6,0.6071428571428571,0.6296296296296297,0.7142857142857143,0.3506493506493506,0.5082863636363636,0.5,0.536144578313253,2,1,0.02,1,0.037037037037037,20.08928571428571,0.2282,0.3393
Ryan Nembhard,DAL,187,387,60,20,36,0.5555555555555556,6,18,0.3333333333333333,0.3333333333333333,2,8,32,18,0,0.2,0.2105263157894736,1.0,0.3333333333333333,0.4969342592592592,0.5370370370370371,0.5454545454545454,2,3,0.0833333333333333,0,0.0,16.028708133971293,0.155,0.4
Jordan Walsh,BOS,184,365,66,12,21,0.5714285714285714,11,22,0.5,0.5,9,14,10,33,0,0.5833333333333334,0.7,1.0,0.5116279069767442,0.6009534883720928,0.6627906976744186,0.717391304347826,4,4,0.1904761904761904,0,0.0,12.705882352941176,0.1808,0.2083
Gary Trent Jr.,MIL,184,370,87,9,14,0.6428571428571429,23,45,0.5111111111111111,0.5111111111111111,0,12,6,66,3,0.6666666666666666,0.6666666666666666,0.9565217391304348,0.7627118644067796,0.5461491525423728,0.7372881355932204,0.7372881355932204,0,0,0.0,1,0.0222222222222222,15.57788944723618,0.2351,0.1884
Andre Drummond,PHI,182,375,56,15,31,0.4838709677419355,7,15,0.4666666666666667,0.4666666666666667,5,14,16,21,0,0.4666666666666667,0.7,1.0,0.3260869565217391,0.5942054347826087,0.5543478260869565,0.5283018867924528,10,3,0.0967741935483871,0,0.0,13.6986301369863,0.1493,0.2667
Olivier-Maxence Prosper,MEM,175,359,114,25,33,0.7575757575757576,17,36,0.4722222222222222,0.4722222222222222,13,44,6,48,3,0.88,0.9565217391304348,0.9411764705882352,0.5217391304347826,0.6335449275362317,0.7318840579710145,0.7402597402597403,4,2,0.0606060606060606,0,0.0,20.75,0.3175,0.0894
Kristaps Porziņģis,GSW,170,362,119,28,51,0.5490196078431373,14,36,0.3888888888888889,0.3888888888888889,21,38,18,42,0,0.6785714285714286,0.7916666666666666,1.0,0.4137931034482758,0.5466051724137931,0.5632183908045977,0.601010101010101,8,4,0.0784313725490196,0,0.0,25.183374083129586,0.3287,0.1607
Baylor Scheierman,BOS,170,332,45,5,9,0.5555555555555556,11,37,0.2972972972972973,0.2972972972972973,2,10,0,33,0,1.0,1.0,1.0,0.8043478260869565,0.5524630434782608,0.4673913043478261,0.4787234042553192,0,0,0.0,0,0.0,13.246753246753247,0.1355,0.0
Collin Murray-Boyles,TOR,168,339,57,23,38,0.6052631578947368,1,7,0.1428571428571428,0.1428571428571428,8,40,6,3,0,0.8695652173913043,0.9090909090909092,1.0,0.1555555555555555,0.6409677777777779,0.5444444444444444,0.5816326530612245,2,7,0.1842105263157894,0,0.0,13.68421052631579,0.1681,0.0652
Daniss Jenkins,DET,167,350,53,14,40,0.35,7,28,0.25,0.25,4,10,18,21,0,0.3571428571428571,0.3571428571428571,1.0,0.4117647058823529,0.5352411764705882,0.3602941176470588,0.3785714285714285,0,3,0.075,0,0.0,20.98765432098765,0.1514,0.3214
Ayo Dosunmu,MIN,165,349,69,13,28,0.4642857142857143,12,23,0.5217391304347826,0.5217391304347826,7,20,6,27,9,0.7692307692307693,0.7692307692307693,0.75,0.4509803921568627,0.575693137254902,0.6078431372549019,0.6388888888888888,0,5,0.1785714285714285,0,0.0,16.36828644501279,0.1977,0.2404
Reed Sheppard,HOU,164,333,68,9,18,0.5,16,40,0.4,0.4,2,10,8,42,6,0.5555555555555556,0.5555555555555556,0.875,0.6896551724137931,0.5468370689655172,0.5689655172413793,0.576271186440678,0,2,0.1111111111111111,0,0.0,17.58241758241758,0.2042,0.2847
Sion James,CHA,164,332,49,6,16,0.375,11,29,0.3793103448275862,0.3793103448275862,4,8,4,33,0,0.6666666666666666,0.6666666666666666,1.0,0.6444444444444445,0.5975855555555556,0.5,0.532608695652174,0,3,0.1875,0,0.0,13.246753246753247,0.1476,0.1667
Dennis Schröder,SAC,161,326,47,13,36,0.3611111111111111,5,22,0.2272727272727272,0.2272727272727272,6,8,18,15,0,0.3076923076923077,0.3076923076923077,1.0,0.3793103448275862,0.5280189655172415,0.3534482758620689,0.3852459016393442,0,6,0.1666666666666666,0,0.0,19.94609164420485,0.1442,0.3462
Johnny Furphy,IND,160,330,51,12,21,0.5714285714285714,8,15,0.5333333333333333,0.5333333333333333,3,12,12,21,3,0.5,0.6,0.875,0.4166666666666667,0.5820958333333333,0.6666666666666666,0.6538461538461539,4,3,0.1428571428571428,1,0.0666666666666666,13.387978142076502,0.1545,0.3125
Anthony Davis,DAL,158,322,90,38,74,0.5135135135135135,2,8,0.25,0.25,8,52,24,6,0,0.6842105263157895,0.7428571428571429,1.0,0.0975609756097561,0.5186262195121951,0.5,0.5294117647058824,6,1,0.0135135135135135,0,0.0,28.01120448179272,0.2795,0.1579
Jalen Pickett,DEN,156,304,55,11,21,0.5238095238095238,11,28,0.3928571428571428,0.3928571428571428,0,14,8,21,12,0.6363636363636364,0.7,0.6363636363636364,0.5714285714285714,0.5396,0.5612244897959183,0.5612244897959183,2,2,0.0952380952380952,0,0.0,16.012084592145015,0.1809,0.3636
Will Riley,WAS,156,326,65,19,30,0.6333333333333333,7,19,0.3684210526315789,0.3684210526315789,6,22,16,18,3,0.5789473684210527,0.5789473684210527,0.8571428571428571,0.3877551020408163,0.5311326530612245,0.6020408163265306,0.625,0,2,0.0666666666666666,0,0.0,15.426997245179065,0.1994,0.282
Ben Sheppard,IND,156,329,53,8,11,0.7272727272727273,10,22,0.4545454545454545,0.4545454545454545,7,14,2,30,0,0.875,0.875,1.0,0.6666666666666666,0.5784712121212121,0.696969696969697,0.7162162162162162,0,2,0.1818181818181818,0,0.0,11.634349030470917,0.1611,0.0625
Quentin Grimes,PHI,154,322,64,16,29,0.5517241379310345,9,30,0.3,0.3,5,18,14,21,6,0.5625,0.5625,0.7777777777777778,0.5084745762711864,0.5614542372881356,0.5,0.5161290322580645,0,2,0.0689655172413793,1,0.0333333333333333,19.88795518207283,0.1988,0.3299
Aaron Wiggins,OKC,154,318,70,13,30,0.4333333333333333,11,30,0.3666666666666666,0.3666666666666666,11,14,12,30,3,0.5384615384615384,0.6363636363636364,0.9090909090909092,0.5,0.5714541666666666,0.4916666666666666,0.5303030303030303,4,6,0.2,0,0.0,21.34831460674157,0.2201,0.2762
Isaiah Collier,UTA,153,320,58,19,39,0.4871794871794871,1,11,0.0909090909090909,0.0909090909090909,17,8,30,3,0,0.2105263157894736,0.2222222222222222,1.0,0.22,0.5167080000000002,0.41,0.4915254237288136,2,4,0.1025641025641025,0,0.0,20.72829131652661,0.1812,0.3947
Will Richard,GSW,153,316,58,11,13,0.8461538461538461,11,30,0.3666666666666666,0.3666666666666666,3,18,4,30,3,0.8181818181818182,0.9,0.9090909090909092,0.6976744186046512,0.6109116279069767,0.6395348837209303,0.6444444444444445,2,1,0.0769230769230769,0,0.0,13.390313390313391,0.1835,0.1364
Cam Spencer,MEM,153,307,50,6,14,0.4285714285714285,11,26,0.4230769230769231,0.4230769230769231,5,4,8,27,6,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.65,0.5449712499999999,0.5625,0.5833333333333334,0,1,0.0714285714285714,0,0.0,13.333333333333332,0.1629,0.4242
Jalen Smith,CHI,152,316,90,15,20,0.75,18,33,0.5454545454545454,0.5454545454545454,6,26,4,54,0,0.8666666666666667,0.9285714285714286,1.0,0.6226415094339622,0.5924,0.7924528301886793,0.8035714285714286,2,2,0.1,0,0.0,17.816091954022987,0.2848,0.0667
Justin Champagnie,WAS,148,314,52,14,29,0.4827586206896552,6,13,0.4615384615384615,0.4615384615384615,6,22,6,18,0,0.7857142857142857,1.0,1.0,0.3095238095238095,0.5846809523809524,0.5476190476190477,0.5777777777777777,6,5,0.1724137931034483,1,0.0769230769230769,13.59773371104816,0.1656,0.1071
Ja Morant,MEM,145,308,84,27,57,0.4736842105263157,5,22,0.2272727272727272,0.2272727272727272,15,14,40,12,3,0.2592592592592592,0.2592592592592592,0.8,0.2784810126582278,0.5264480769230769,0.4367088607594936,0.4883720930232558,0,5,0.087719298245614,0,0.0,28.448275862068964,0.2727,0.4704
Domantas Sabonis,SAC,144,295,79,35,64,0.546875,0,8,0.0,0.0,9,44,26,0,0,0.6285714285714286,0.7857142857142857,0.0,0.1111111111111111,0.5467958333333334,0.4861111111111111,0.5064102564102564,14,7,0.109375,0,0.0,26.023391812865498,0.2678,0.6857
De'Anthony Melton,GSW,142,286,68,13,22,0.5909090909090909,11,34,0.3235294117647059,0.3235294117647059,9,6,20,24,9,0.2307692307692307,0.2727272727272727,0.7272727272727273,0.6071428571428571,0.5622098214285713,0.5267857142857143,0.5666666666666667,4,1,0.0454545454545454,0,0.0,20.679012345679013,0.2378,0.521
Ja'Kobe Walter,TOR,142,286,54,7,14,0.5,11,29,0.3793103448275862,0.3793103448275862,7,8,6,33,0,0.5714285714285714,0.6666666666666666,1.0,0.6744186046511628,0.6032860465116279,0.5465116279069767,0.574468085106383,2,3,0.2142857142857142,1,0.0344827586206896,15.723270440251572,0.1888,0.2143
Kobe Sanders,LAC,142,290,59,12,18,0.6666666666666666,11,23,0.4782608695652174,0.4782608695652174,2,12,12,30,3,0.5,0.6,0.9090909090909092,0.5609756097560976,0.5403719512195122,0.6951219512195121,0.7023809523809523,4,0,0.0,0,0.0,15.838509316770184,0.2034,0.2955
Ousmane Dieng,MIL,141,292,42,8,24,0.3333333333333333,8,22,0.3636363636363636,0.3636363636363636,2,6,10,21,3,0.375,0.375,0.875,0.4782608695652174,0.5340673913043478,0.4347826086956521,0.4468085106382978,0,2,0.0833333333333333,0,0.0,18.09523809523809,0.1438,0.375
Adem Bona,PHI,139,285,38,16,29,0.5517241379310345,0,2,0.0,0.0,6,18,14,0,0,0.5625,0.9,0.0,0.064516129032258,0.6135080645161289,0.5161290322580645,0.5588235294117647,12,2,0.0689655172413793,0,0.0,11.585365853658535,0.1333,0.7188
Collin Sexton,CHA,137,300,81,26,38,0.6842105263157895,5,23,0.217391304347826,0.217391304347826,14,28,24,9,6,0.5384615384615384,0.5384615384615384,0.6,0.3770491803278688,0.5657393442622951,0.5491803278688525,0.5955882352941176,0,3,0.0789473684210526,0,0.0,23.92638036809816,0.27,0.4308
Guerschon Yabusele,CHI,137,291,39,8,16,0.5,6,30,0.2,0.2,5,6,10,18,0,0.375,0.375,1.0,0.6521739130434783,0.5777902173913043,0.3695652173913043,0.39,0,3,0.1875,1,0.0333333333333333,18.670886075949365,0.134,0.3125
Danny Wolf,BKN,134,260,50,11,22,0.5,7,22,0.3181818181818182,0.3181818181818182,7,14,8,21,0,0.6363636363636364,0.7,1.0,0.5,0.5601568181818181,0.4886363636363636,0.5102040816326531,2,1,0.0454545454545454,0,0.0,20.070422535211268,0.1923,0.1818
Dejounte Murray,NOP,132,270,86,24,32,0.75,9,23,0.391304347826087,0.391304347826087,11,12,36,21,6,0.25,0.25,0.7777777777777778,0.4181818181818181,0.5338799999999999,0.6818181818181818,0.7166666666666667,0,1,0.03125,0,0.0,23.841059602649008,0.3185,0.4861
Taylor Hendricks,UTA,131,266,24,7,15,0.4666666666666667,2,14,0.1428571428571428,0.1428571428571428,4,10,4,6,0,0.7142857142857143,0.8333333333333334,1.0,0.4827586206896552,0.6072775862068965,0.3448275862068966,0.375,2,2,0.1333333333333333,0,0.0,12.871287128712872,0.0902,0.1429
Miles McBride,NYK,130,248,59,3,10,0.3,17,38,0.4473684210526316,0.4473684210526316,2,2,4,45,6,0.3333333333333333,0.3333333333333333,0.8823529411764706,0.7916666666666666,0.5633041666666667,0.59375,0.6020408163265306,0,0,0.0,1,0.0263157894736842,17.406143344709896,0.2379,0.3922
Jonathan Kuminga,GSW,130,268,66,18,34,0.5294117647058824,6,15,0.4,0.4,12,16,20,18,0,0.4444444444444444,0.4444444444444444,1.0,0.3061224489795918,0.5400448979591836,0.5510204081632653,0.5789473684210527,0,4,0.1176470588235294,0,0.0,22.945205479452056,0.2463,0.2778
Mike Conley,MIN,130,268,47,3,4,0.75,12,24,0.5,0.5,5,4,2,30,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8571428571428571,0.5666946428571429,0.75,0.7833333333333333,0,0,0.0,0,0.0,11.683848797250858,0.1754,0.25
Trae Young,ATL,127,275,84,22,35,0.6285714285714286,8,17,0.4705882352941176,0.4705882352941176,16,26,18,12,12,0.5909090909090909,0.5909090909090909,0.5,0.3269230769230769,0.5194461538461539,0.6538461538461539,0.7280701754385965,0,1,0.0285714285714285,0,0.0,23.7012987012987,0.3055,0.4545
Jericho Sims,MIL,125,251,38,17,23,0.7391304347826086,0,0,0.0,0.0,4,30,4,0,0,0.8823529411764706,0.9375,0.0,0.0,0.6892391304347826,0.7391304347826086,0.7307692307692307,2,3,0.1304347826086956,0,0.0,12.367491166077738,0.1514,0.5588
Quenton Jackson,IND,124,267,42,11,21,0.5238095238095238,6,14,0.4285714285714285,0.4285714285714285,2,14,8,18,0,0.6363636363636364,0.6363636363636364,1.0,0.4,0.5851342857142856,0.5714285714285714,0.5833333333333334,0,5,0.238095238095238,0,0.0,15.15151515151515,0.1573,0.1818
Kevin Huerter,DET,123,256,64,21,25,0.84,6,23,0.2608695652173913,0.2608695652173913,4,40,2,18,0,0.9523809523809524,0.9523809523809524,1.0,0.4791666666666667,0.5724364583333333,0.625,0.64,0,0,0.0,0,0.0,19.71830985915493,0.25,0.0238
Jayson Tatum,BOS,123,255,86,23,36,0.6388888888888888,11,30,0.3666666666666666,0.3666666666666666,7,22,24,18,15,0.4782608695652174,0.5,0.5454545454545454,0.4545454545454545,0.5346325757575756,0.5984848484848485,0.6231884057971014,2,2,0.0555555555555555,0,0.0,27.24137931034483,0.3373,0.4881
Ty Jerome,MEM,122,245,100,22,38,0.5789473684210527,14,36,0.3888888888888889,0.3888888888888889,14,12,32,15,27,0.2727272727272727,0.3,0.3571428571428571,0.4864864864864865,0.5126993243243244,0.581081081081081,0.6265822784810127,4,2,0.0526315789473684,1,0.0277777777777777,30.545454545454547,0.4082,0.6851
Landry Shamet,NYK,121,241,37,5,10,0.5,8,27,0.2962962962962963,0.2962962962962963,3,8,2,24,0,0.8,1.0,1.0,0.7297297297297297,0.5590243243243244,0.4594594594594595,0.4868421052631579,2,2,0.2,0,0.0,13.829787234042554,0.1535,0.1
Yves Missi,NOP,118,243,26,12,21,0.5714285714285714,0,0,0.0,0.0,2,18,6,0,0,0.75,0.8181818181818182,0.0,0.0,0.5600714285714286,0.5714285714285714,0.5652173913043478,2,1,0.0476190476190476,0,0.0,11.231884057971016,0.107,0.625
Kris Murray,POR,118,245,36,11,17,0.6470588235294118,4,15,0.2666666666666666,0.2666666666666666,2,10,12,12,0,0.4545454545454545,0.5555555555555556,1.0,0.46875,0.6150546874999999,0.53125,0.5454545454545454,4,2,0.1176470588235294,0,0.0,12.5,0.1469,0.2727
Bryce McGowens,NOP,116,246,35,8,20,0.4,5,12,0.4166666666666667,0.4166666666666667,4,10,6,15,0,0.625,0.625,1.0,0.375,0.5549484374999999,0.484375,0.5147058823529411,0,4,0.2,0,0.0,12.544802867383511,0.1423,0.1875
Isaiah Stewart,DET,114,231,44,13,21,0.6190476190476191,4,18,0.2222222222222222,0.2222222222222222,6,16,10,12,0,0.6153846153846154,1.0,1.0,0.4615384615384615,0.5642858974358975,0.4871794871794871,0.5238095238095238,10,1,0.0476190476190476,0,0.0,17.24137931034483,0.1905,0.1923
Ziaire Williams,BKN,114,230,60,12,18,0.6666666666666666,11,21,0.5238095238095238,0.5238095238095238,3,14,10,33,0,0.5833333333333334,0.5833333333333334,1.0,0.5384615384615384,0.5851217948717948,0.7307692307692307,0.7317073170731707,0,1,0.0555555555555555,0,0.0,18.548387096774192,0.2609,0.2083
