name_slug,name,season_year,fga,total_zone_fga,u10_fga,o10_fg2a,fg3a,p_exp_efgpct,act_efgpct,efg_above_position,efg_above_league,u10_fgpct_p_diff,o10_fg2pct_p_diff,fg3pct_p_diff,ptv_raw
grayson-allen,Grayson Allen,2025,489,489,121,18,350,0.6009,0.6002,-0.0007,0.0457,-0.0193,-0.0055,0.004,-0.00212
guerschon-yabusele,Guerschon Yabusele,2025,563,563,272,17,274,0.5933,0.5933,0.0,0.0196,0.0,0.0,0.0,0.0
gui-santos,Gui Santos,2025,162,162,63,3,96,0.5476,0.5278,-0.0198,-0.0761,-0.0094,0.0,-0.0182,-0.01444
harrison-barnes,Harrison Barnes,2025,677,677,290,30,357,0.5793,0.6204,0.0411,0.0651,0.02,0.07,0.0373,0.03134
harrison-ingram,Harrison Ingram,2025,4,4,2,1,1,0.5,0.5,0.0,-0.1054,0.0,0.0,0.0,0.0
haywood-highsmith,Haywood Highsmith,2025,385,385,137,20,228,0.5727,0.5805,0.0078,-0.0082,0.0003,0.035,0.0066,0.00583
herbert-jones,Herbert Jones,2025,172,172,82,18,72,0.5047,0.5,-0.0047,-0.0582,0.0222,0.1671,-0.0522,0.00622
hunter-tyson,Hunter Tyson,2025,120,120,36,10,74,0.4672,0.4708,0.0036,-0.1018,0.0056,0.0,0.0021,0.00298
immanuel-quickley,Immanuel Quickley,2025,438,438,132,81,225,0.5266,0.5171,-0.0095,-0.0129,-0.0628,0.0195,0.0076,-0.01142
isaac-jones,Isaac Jones,2025,83,83,74,1,8,0.6687,0.6687,0.0,0.0559,0.0,0.0,0.0,0.0
isaac-okoro,Isaac Okoro,2025,267,267,113,3,151,0.5837,0.5693,-0.0144,-0.0253,-0.0412,0.0,0.0036,-0.0154
isaiah-collier,Isaiah Collier,2025,545,545,311,69,165,0.4606,0.4606,0.0,-0.0835,0.0,0.0,0.0,0.0
isaiah-crawford,Isaiah Crawford,2025,11,11,4,2,5,0.5,0.5,0.0,-0.0471,0.0,0.0,0.0,0.0
isaiah-hartenstein,Isaiah Hartenstein,2025,479,479,314,146,19,0.5972,0.5804,-0.0168,-0.0199,-0.0206,0.0218,-0.1678,-0.01352
isaiah-jackson,Isaiah Jackson,2025,23,23,23,0,0,0.6083,0.6087,0.0004,-0.0587,0.0004,,,0.0004
isaiah-joe,Isaiah Joe,2025,588,588,69,53,466,0.5975,0.6037,0.0062,0.0558,-0.0225,0.0177,0.0061,0.00379
isaiah-mobley,Isaiah Mobley,2025,7,7,3,1,3,0.3036,0.3571,0.0535,-0.157,0.0,0.0,0.0833,0.0357
isaiah-stevens,Isaiah Stevens,2025,2,2,0,1,1,0.0,0.0,0.0,-0.4542,,0.0,0.0,0.0
isaiah-stewart,Isaiah Stewart,2025,312,312,237,22,53,0.5569,0.5849,0.028,-0.0175,0.0371,0.0151,-0.0047,0.02845
isaiah-wong,Isaiah Wong,2025,105,105,38,34,33,0.4476,0.4524,0.0048,-0.0396,0.0,0.0,0.0101,0.00317
ivica-zubac,Ivica Zubac,2025,940,940,859,81,0,0.6277,0.6298,0.0021,0.0335,-0.003,0.0573,,0.0022
ja-kobe-walter,Ja'Kobe Walter,2025,393,393,155,52,186,0.4873,0.4873,0.0,-0.0574,0.0,0.0,0.0,0.0
ja-morant,Ja Morant,2025,866,866,445,142,279,0.5101,0.5069,-0.0032,-0.0235,0.0006,0.009,-0.0102,-0.0015
jabari-smith-jr,Jabari Smith Jr.,2025,547,547,158,120,269,0.5247,0.5238,-0.0009,-0.0109,-0.0584,-0.0005,0.0218,-0.00626
jabari-walker,Jabari Walker,2025,229,229,146,11,72,0.5312,0.5764,0.0452,-0.0045,0.0271,-0.0758,0.067,0.0347
jack-mcveigh,Jack McVeigh,2025,17,17,2,2,13,0.4118,0.4118,0.0,-0.1411,0.0,0.0,0.0,0.0
jackson-rowe,Jackson Rowe,2025,17,17,7,0,10,0.5588,0.5588,0.0,-0.024,0.0,,0.0,0.0
jacob-toppin,Jacob Toppin,2025,22,22,9,3,10,0.5227,0.5227,0.0,-0.051,0.0,0.0,0.0,0.0
jaden-hardy,Jaden Hardy,2025,413,413,127,89,197,0.5024,0.5278,0.0254,0.0106,0.0219,0.0338,0.016,0.02165
jaden-ivey,Jaden Ivey,2025,398,398,176,72,150,0.502,0.5339,0.0319,-0.001,-0.0045,0.0076,0.0576,0.02109
jaden-mcdaniels,Jaden McDaniels,2025,834,834,384,147,303,0.5578,0.5372,-0.0206,-0.0184,-0.0266,0.0311,-0.0254,-0.01599
jaden-springer,Jaden Springer,2025,84,84,32,10,42,0.4839,0.4524,-0.0315,-0.0965,-0.0416,-0.1167,-0.0024,-0.03094
jae-crowder,Jae Crowder,2025,22,22,4,3,15,0.5362,0.4091,-0.1271,-0.1391,-0.1267,-0.0334,-0.0972,-0.09386
jae-sean-tate,Jae'Sean Tate,2025,147,147,99,2,46,0.5212,0.5238,0.0026,-0.0307,-0.0215,0.0,0.0364,-0.00309
jahmir-young,Jahmir Young,2025,5,5,3,0,2,0.9,0.9,0.0,0.3627,0.0,,0.0,0.0
jaime-jaquez-jr,Jaime Jaquez Jr.,2025,458,458,312,27,119,0.5073,0.4989,-0.0084,-0.0425,-0.007,0.0111,-0.0109,-0.00695
jake-laravia,Jake LaRavia,2025,337,337,176,19,142,0.5337,0.5638,0.0301,-0.0005,0.0208,0.0263,0.0281,0.02419
jakob-poeltl,Jakob Poeltl,2025,566,566,443,120,3,0.6284,0.6263,-0.0021,0.0197,0.0007,-0.0122,0.0,-0.00204
jalen-bridges,Jalen Bridges,2025,7,7,0,0,7,0.4286,0.4286,0.0,-0.1168,,,0.0,0.0
jalen-brunson,Jalen Brunson,2025,1177,1177,443,343,391,0.5367,0.5523,0.0156,0.0563,0.0234,0.0062,0.0098,0.01387
jalen-duren,Jalen Duren,2025,533,533,526,7,0,0.668,0.6961,0.0281,0.069,0.0248,0.2738,,0.02807
jalen-green,Jalen Green,2025,1400,1400,500,256,644,0.491,0.5054,0.0144,-0.0069,0.0198,-0.0347,0.0197,0.00979
jalen-hood-schifino,Jalen Hood-Schifino,2025,98,98,17,35,46,0.4041,0.449,0.0449,-0.0353,0.0294,0.0578,0.0271,0.03846
jalen-johnson,Jalen Johnson,2025,537,537,338,60,139,0.5391,0.5419,0.0028,-0.0404,0.001,0.0304,-0.0033,0.00317
jalen-pickett,Jalen Pickett,2025,180,180,33,46,101,0.5478,0.5389,-0.0089,0.0128,0.0,-0.0203,-0.0045,-0.00771
jalen-smith,Jalen Smith,2025,399,399,168,15,216,0.5578,0.5576,-0.0002,-0.0252,0.0019,-0.0083,-0.0008,5e-05
jalen-suggs,Jalen Suggs,2025,480,480,139,99,242,0.4749,0.4896,0.0147,-0.035,0.0279,0.0663,-0.0094,0.01701
jalen-williams,Jalen Williams,2025,1150,1150,463,350,337,0.5481,0.537,-0.0111,0.0082,-0.0218,-0.0049,-0.0019,-0.01082
jalen-wilson,Jalen Wilson,2025,616,616,230,27,359,0.5017,0.4935,-0.0082,-0.0685,-0.0218,0.0587,-0.0029,-0.00726
jamal-cain,Jamal Cain,2025,154,154,59,17,78,0.5194,0.5162,-0.0032,-0.0381,-0.0116,0.0,0.0016,-0.00363
jamal-murray,Jamal Murray,2025,1106,1106,363,351,392,0.5451,0.5429,-0.0022,0.0336,0.0106,-0.0027,-0.0091,-0.0006
jamal-shead,Jamal Shead,2025,491,491,195,75,221,0.4756,0.4756,0.0,-0.0533,0.0,0.0,0.0,0.0
jamaree-bouyea,Jamaree Bouyea,2025,12,12,6,1,5,0.5417,0.5417,0.0,0.0185,0.0,0.0,0.0,0.0
james-harden,James Harden,2025,1295,1295,433,194,668,0.5071,0.5008,-0.0063,0.0175,-0.0003,-0.0319,-0.0019,-0.00586
james-johnson,James Johnson,2025,11,11,4,4,3,0.418,0.3636,-0.0544,-0.1782,0.1071,-0.125,-0.117,-0.03842
james-wiseman,James Wiseman,2025,4,4,1,2,1,0.376,0.5,0.124,-0.0784,0.3462,0.225,-0.2,0.14905
jamison-battle,Jamison Battle,2025,340,340,58,28,254,0.5765,0.5765,0.0,0.0212,0.0,0.0,0.0,0.0
jarace-walker,Jarace Walker,2025,360,360,127,48,185,0.5526,0.5764,0.0238,0.0319,0.0311,0.0211,0.0129,0.02041
jared-butler,Jared Butler,2025,453,453,198,86,169,0.5293,0.5143,-0.015,-0.004,-0.0097,-0.0271,-0.0099,-0.01308
jared-mccain,Jared McCain,2025,274,274,93,48,133,0.5529,0.5529,0.0,0.0358,0.0,0.0,0.0,0.0
jared-rhoden,Jared Rhoden,2025,79,79,39,3,37,0.5741,0.557,-0.0171,-0.0183,0.0068,0.0,-0.0291,-0.01027
jaren-jackson-jr,Jaren Jackson Jr.,2025,1198,1198,633,181,384,0.521,0.5497,0.0287,0.0223,0.0132,0.058,0.027,0.02439
jarred-vanderbilt,Jarred Vanderbilt,2025,116,116,84,1,31,0.5462,0.5302,-0.016,-0.0966,-0.0306,0.0,0.0153,-0.01807
jarrett-allen,Jarrett Allen,2025,640,640,591,44,5,0.6796,0.7063,0.0267,0.0566,0.0271,0.0316,-0.0364,0.02691
javonte-green,Javonte Green,2025,288,288,137,10,141,0.5314,0.5069,-0.0245,-0.0813,-0.0532,-0.02,0.002,-0.02502
jaxson-hayes,Jaxson Hayes,2025,223,223,216,4,3,0.7023,0.722,0.0197,0.056,0.0285,-0.1,-0.3066,0.02169
jay-huff,Jay Huff,2025,305,305,95,10,200,0.6444,0.6475,0.0031,0.0558,0.0018,0.0,0.0026,0.00227
jaylen-brown,Jaylen Brown,2025,1064,1064,480,235,349,0.5408,0.5136,-0.0272,-0.0027,-0.0147,-0.015,-0.035,-0.02142
jaylen-clark,Jaylen Clark,2025,120,120,63,6,51,0.5583,0.5583,0.0,-0.0314,0.0,0.0,0.0,0.0
jaylen-martin,Jaylen Martin,2025,74,74,41,10,23,0.4662,0.4662,0.0,-0.0822,0.0,0.0,0.0,0.0
jaylen-nowell,Jaylen Nowell,2025,73,73,27,19,27,0.5263,0.411,-0.1153,-0.1106,-0.0968,-0.2343,-0.0335,-0.10918
jaylen-sims,Jaylen Sims,2025,28,28,9,4,15,0.5357,0.5357,0.0,0.0168,0.0,0.0,0.0,0.0
jaylen-wells,Jaylen Wells,2025,672,672,202,82,388,0.5275,0.5275,0.0,-0.0284,0.0,0.0,0.0,0.0
jaylin-williams,Jaylin Williams,2025,214,214,47,19,148,0.5581,0.5888,0.0307,0.0118,0.0673,0.033,0.0125,0.02636
jaylon-tyson,Jaylon Tyson,2025,149,149,80,11,58,0.4966,0.4966,0.0,-0.0656,0.0,0.0,0.0,0.0
jayson-tatum,Jayson Tatum,2025,1392,1392,449,253,690,0.5226,0.5384,0.0158,0.0374,0.0453,0.0212,-0.0036,0.01668
jazian-gortman,Jazian Gortman,2025,23,23,8,4,11,0.4783,0.4783,0.0,-0.0572,0.0,0.0,0.0,0.0
jd-davison,JD Davison,2025,34,34,9,7,18,0.4517,0.4118,-0.0399,-0.1113,0.0371,-0.0714,-0.0442,-0.02828
jeenathan-williams,Jeenathan Williams,2025,58,58,33,2,23,0.4603,0.4914,0.0311,-0.0655,0.0284,0.0,0.0251,0.02611
jeff-dowtin,Jeff Dowtin,2025,230,230,92,68,70,0.5228,0.5478,0.025,0.0441,0.0298,-0.0039,0.0312,0.02026
jeff-dowtin-jr,Jeff Dowtin Jr.,2025,230,230,92,68,70,0.5228,0.5478,0.025,0.0441,0.0298,-0.0039,0.0312,0.02026
jeff-green,Jeff Green,2025,120,120,25,17,78,0.5349,0.6167,0.0818,0.0796,0.0872,0.2507,0.0288,0.0724
jerami-grant,Jerami Grant,2025,574,574,201,77,296,0.5075,0.4669,-0.0406,-0.054,-0.0764,-0.0318,-0.0124,-0.03741
jeremiah-robinson-earl,Jeremiah Robinson-Earl,2025,341,341,143,37,161,0.4922,0.5352,0.043,-0.0389,0.0686,0.0137,0.0179,0.03871
jeremy-sochan,Jeremy Sochan,2025,455,455,341,23,91,0.5667,0.5648,-0.0019,-0.0385,-0.0049,-0.0545,0.0151,-0.00341
jericho-sims,Jericho Sims,2025,70,70,67,3,0,0.6878,0.6286,-0.0592,-0.0146,-0.0669,0.1111,,-0.05927
jett-howard,Jett Howard,2025,262,262,49,27,186,0.4802,0.479,-0.0012,-0.0549,0.0,0.0185,-0.0029,-0.00015
jevon-carter,Jevon Carter,2025,146,146,22,19,105,0.5058,0.4966,-0.0092,-0.0367,0.0916,0.027,-0.0246,-0.00038
jimmy-butler,Jimmy Butler,2025,580,580,372,108,100,0.5591,0.5293,-0.0298,-0.0372,-0.0143,-0.0351,-0.0544,-0.02509
jimmy-butler-iii,Jimmy Butler III,2025,580,580,372,108,100,0.5591,0.5293,-0.0298,-0.0372,-0.0143,-0.0351,-0.0544,-0.02509
jock-landale,Jock Landale,2025,145,145,89,30,26,0.5577,0.5621,0.0044,-0.0202,-0.0193,0.0074,0.0544,-0.00056
joe-ingles,Joe Ingles,2025,23,23,6,2,15,0.4334,0.3261,-0.1073,-0.2289,0.0139,0.0,-0.1134,-0.07033
joel-embiid,Joel Embiid,2025,315,315,109,129,77,0.5396,0.481,-0.0586,-0.028,-0.0488,-0.0413,-0.0676,-0.05032
john-collins,John Collins,2025,518,518,318,55,145,0.5759,0.5782,0.0023,0.0026,-0.0287,0.0347,0.0386,-0.00313
john-konchar,John Konchar,2025,91,91,25,4,62,0.5519,0.5769,0.025,-0.0146,-0.0195,0.0,0.0297,0.01488
johnny-davis,Johnny Davis,2025,78,78,40,9,29,0.4111,0.4551,0.044,-0.1269,0.0562,0.0555,0.0157,0.04106
johnny-furphy,Johnny Furphy,2025,92,92,39,3,50,0.462,0.462,0.0,-0.1302,0.0,0.0,0.0,0.0
johnny-juzang,Johnny Juzang,2025,475,475,111,50,314,0.5465,0.5537,0.0072,0.0167,-0.02,0.0069,0.0112,0.00346
jonas-valan-i-nas,Jonas ValanÄiÅ«nas,2025,625,625,440,148,37,0.5741,0.5568,-0.0173,-0.0014,-0.008,-0.0077,-0.1105,-0.014
jonas-valanciunas,Jonas Valanciunas,2025,625,625,440,148,37,0.5741,0.5568,-0.0173,-0.0014,-0.008,-0.0077,-0.1105,-0.014
jonathan-isaac,Jonathan Isaac,2025,322,322,123,48,151,0.5108,0.4705,-0.0403,-0.1017,-0.0053,-0.0146,-0.0513,-0.02826
jonathan-kuminga,Jonathan Kuminga,2025,567,567,314,102,151,0.5247,0.4938,-0.0309,-0.0515,-0.0256,-0.0637,-0.0132,-0.02915
jonathan-mogbo,Jonathan Mogbo,2025,356,356,247,39,70,0.4621,0.4621,0.0,-0.1326,0.0,0.0,0.0,0.0
jordan-clarkson,Jordan Clarkson,2025,492,492,185,76,231,0.507,0.4939,-0.0131,-0.0117,-0.059,-0.0755,0.0295,-0.02
jordan-goodwin,Jordan Goodwin,2025,138,138,46,27,65,0.504,0.529,0.025,-0.013,0.0119,0.0432,0.0178,0.0208
jordan-hawkins,Jordan Hawkins,2025,544,544,84,138,322,0.4962,0.4706,-0.0256,-0.0432,-0.0104,0.012,-0.0305,-0.01662
jordan-mclaughlin,Jordan McLaughlin,2025,72,72,18,8,46,0.5947,0.5625,-0.0322,0.0346,0.0361,0.0208,-0.0455,-0.01773
jordan-miller,Jordan Miller,2025,129,129,84,8,37,0.4695,0.4574,-0.0121,-0.0808,-0.0087,0.0,-0.0152,-0.01002
jordan-poole,Jordan Poole,2025,1036,1036,313,113,610,0.5259,0.5396,0.0137,0.0066,-0.0089,-0.0762,0.028,0.00549
jordan-walsh,Jordan Walsh,2025,82,82,28,0,54,0.4342,0.439,0.0048,-0.1296,-0.025,,0.0135,0.00035
jose-alvarado,Jose Alvarado,2025,505,505,154,49,302,0.4964,0.498,0.0016,-0.0389,-0.0426,0.0244,0.0136,-0.00249
josh-christopher,Josh Christopher,2025,31,31,17,3,11,0.4572,0.3871,-0.0701,-0.1765,-0.1088,-0.1111,0.0006,-0.0702
josh-giddey,Josh Giddey,2025,775,775,390,114,271,0.5099,0.5258,0.0159,-0.0176,-0.0122,-0.0153,0.0463,0.0078
josh-green,Josh Green,2025,416,416,128,44,244,0.5579,0.5493,-0.0086,-0.0138,-0.0299,-0.047,0.0062,-0.01053
josh-hart,Josh Hart,2025,764,764,422,92,250,0.5767,0.5805,0.0038,0.0213,0.0089,0.0279,-0.0092,0.00527
josh-minott,Josh Minott,2025,90,90,47,0,43,0.577,0.5667,-0.0103,-0.0217,0.042,,-0.045,0.00043
josh-okogie,Josh Okogie,2025,212,212,111,9,92,0.4864,0.5189,0.0325,-0.0486,0.0396,0.0833,0.0126,0.02974
josh-richardson,Josh Richardson,2025,38,38,9,7,22,0.5312,0.3684,-0.1628,-0.1511,-0.2475,-0.1734,-0.0833,-0.13879
jrue-holiday,Jrue Holiday,2025,557,557,204,56,297,0.572,0.5377,-0.0343,-0.0113,-0.0029,-0.0581,-0.0343,-0.02519
jt-thor,JT Thor,2025,59,59,28,10,21,0.4669,0.4746,0.0077,-0.0649,-0.0258,0.1167,0.0003,0.00764
julian-champagnie,Julian Champagnie,2025,657,657,162,19,476,0.5333,0.5479,0.0146,-0.0052,0.0159,0.0439,0.0087,0.01149
julian-phillips,Julian Phillips,2025,285,285,131,3,151,0.5361,0.5368,0.0007,-0.0638,-0.0007,0.0,0.0013,0.00037
julian-strawther,Julian Strawther,2025,472,472,136,72,264,0.5099,0.5244,0.0145,-0.012,0.0102,-0.0053,0.0147,0.01035
julius-randle,Julius Randle,2025,939,939,468,157,314,0.5404,0.5421,0.0017,0.004,-0.0101,0.0131,0.0089,0.00013
justin-champagnie,Justin Champagnie,2025,411,411,210,8,193,0.5635,0.601,0.0375,0.0133,0.0213,0.0,0.0377,0.02859
justin-edwards,Justin Edwards,2025,377,377,121,67,189,0.5438,0.5438,0.0,0.0174,0.0,0.0,0.0,0.0
justin-minaya,Justin Minaya,2025,21,21,11,0,10,0.5233,0.4286,-0.0947,-0.1491,-0.0757,,-0.0771,-0.07637
jusuf-nurki,Jusuf NurkiÄ‡,2025,352,352,232,15,105,0.5265,0.5227,-0.0038,-0.0503,-0.0103,-0.0037,0.0072,-0.0048
jusuf-nurkic,Jusuf Nurkic,2025,352,352,232,15,105,0.5265,0.5227,-0.0038,-0.0503,-0.0103,-0.0037,0.0072,-0.0048
kai-jones,Kai Jones,2025,109,109,87,17,5,0.7688,0.8028,0.034,0.1438,0.0414,0.0373,-0.0714,0.03559
karl-anthony-towns,Karl-Anthony Towns,2025,1203,1203,753,118,332,0.5844,0.5865,0.0021,0.0349,-0.004,-0.0236,0.0164,-0.00029
karlo-matkovi,Karlo MatkoviÄ‡,2025,230,230,152,12,66,0.6109,0.6109,0.0,-0.0049,0.0,0.0,0.0,0.0
kawhi-leonard,Kawhi Leonard,2025,623,623,198,235,190,0.5787,0.5602,-0.0185,0.0508,-0.0141,-0.0292,-0.0064,-0.01745
keaton-wallace,Keaton Wallace,2025,162,162,32,48,82,0.4846,0.4846,0.0,-0.0306,0.0,0.0,0.0,0.0
keegan-murray,Keegan Murray,2025,809,809,259,106,444,0.5582,0.5371,-0.0211,-0.0228,0.0213,-0.0366,-0.0281,-0.0134
keion-brooks-jr,Keion Brooks Jr.,2025,109,109,50,16,43,0.5505,0.5505,0.0,-0.0049,0.0,0.0,0.0,0.0
kel-el-ware,Kel'el Ware,2025,457,457,306,42,109,0.5941,0.5941,0.0,-0.0184,0.0,0.0,0.0,0.0
keldon-johnson,Keldon Johnson,2025,759,759,465,23,271,0.5493,0.5389,-0.0104,-0.0177,0.0077,-0.0121,-0.0276,-0.0055
kelly-olynyk,Kelly Olynyk,2025,263,263,144,41,78,0.5741,0.5722,-0.0019,0.0066,-0.0267,-0.0277,0.0384,-0.00755
kelly-oubre-jr,Kelly Oubre Jr.,2025,741,741,436,63,242,0.5183,0.5175,-0.0008,-0.0335,0.019,-0.0161,-0.0215,0.00279
kenrich-williams,Kenrich Williams,2025,351,351,141,41,169,0.5576,0.5812,0.0236,0.0184,0.0526,0.0121,0.0014,0.02322
kentavious-caldwell-pope,Kentavious Caldwell-Pope,2025,536,536,97,112,327,0.5662,0.5448,-0.0214,0.0114,0.081,0.0175,-0.0435,-0.00822
kenyon-martin-jr,Kenyon Martin Jr.,2025,201,201,141,2,58,0.618,0.5896,-0.0284,-0.0424,-0.0002,0.0,-0.0654,-0.01901
keon-ellis,Keon Ellis,2025,460,460,97,44,319,0.6265,0.637,0.0105,0.0846,0.0239,0.0182,0.0035,0.00921
keon-johnson,Keon Johnson,2025,777,777,323,54,400,0.4668,0.471,0.0042,-0.0572,0.0226,0.0468,-0.0108,0.00709
keshad-johnson,Keshad Johnson,2025,26,26,19,0,7,0.75,0.75,0.0,0.1282,0.0,,0.0,0.0
kessler-edwards,Kessler Edwards,2025,135,135,65,16,54,0.5465,0.5778,0.0313,-0.015,0.0515,0.0542,0.0001,0.03126
kevin-durant,Kevin Durant,2025,1124,1124,236,516,372,0.5845,0.5979,0.0134,0.1157,0.0045,0.0124,0.0137,0.01117
kevin-huerter,Kevin Huerter,2025,589,589,170,38,381,0.5729,0.5407,-0.0322,-0.0183,-0.0144,0.0417,-0.0317,-0.02197
kevin-knox-ii,Kevin Knox II,2025,36,36,17,4,15,0.5911,0.5556,-0.0355,-0.0176,0.0244,-0.0833,-0.0605,-0.02294
kevin-love,Kevin Love,2025,115,115,39,9,67,0.5575,0.4609,-0.0966,-0.1021,-0.2427,0.0226,-0.0184,-0.09126
kevin-mccullar-jr,Kevin McCullar Jr.,2025,7,7,3,3,1,0.2857,0.2857,0.0,-0.1571,0.0,0.0,0.0,0.0
kevin-porter-jr,Kevin Porter Jr.,2025,625,625,232,224,169,0.4983,0.4824,-0.0159,-0.0223,-0.0047,0.0082,-0.0421,-0.01019
kevon-looney,Kevon Looney,2025,271,271,229,37,5,0.5708,0.5203,-0.0505,-0.0763,-0.0623,-0.0046,0.1,-0.05143
keyonte-george,Keyonte George,2025,908,908,287,119,502,0.4842,0.4868,0.0026,-0.019,0.0,0.0014,0.0028,0.00173
khris-middleton,Khris Middleton,2025,328,328,75,125,128,0.5512,0.5473,-0.0039,0.0479,-0.0287,0.0166,-0.0064,-0.00273
killian-hayes,Killian Hayes,2025,43,43,16,6,21,0.5059,0.5116,0.0057,-0.0422,-0.0268,-0.2023,0.06,-0.0089
kj-martin,KJ Martin,2025,201,201,141,2,58,0.618,0.5896,-0.0284,-0.0424,-0.0002,0.0,-0.0654,-0.01901
kj-simpson,KJ Simpson,2025,301,301,125,46,130,0.4003,0.4003,0.0,-0.1245,0.0,0.0,0.0,0.0
klay-thompson,Klay Thompson,2025,877,877,118,206,553,0.5438,0.5348,-0.009,0.0161,0.0117,-0.016,-0.0072,-0.00672
kobe-brown,Kobe Brown,2025,65,65,40,2,23,0.4926,0.5231,0.0305,-0.0323,0.0396,0.0,0.0115,0.02844
kobe-bufkin,Kobe Bufkin,2025,47,47,20,8,19,0.4252,0.4255,0.0003,-0.0894,0.0283,0.0417,-0.0311,0.00657
kris-dunn,Kris Dunn,2025,437,437,173,40,224,0.55,0.5252,-0.0248,-0.0488,-0.0175,-0.0175,-0.0212,-0.0194
kris-murray,Kris Murray,2025,279,279,157,2,120,0.4708,0.4677,-0.0031,-0.1068,0.0246,0.0,-0.0261,0.00262
kristaps-porzi-is,Kristaps PorziÅ†Ä£is,2025,556,556,225,84,247,0.5654,0.5737,0.0083,0.0119,-0.0308,-0.0609,0.045,-0.00167
kristaps-porzingis,Kristaps Porzingis,2025,556,556,225,84,247,0.5654,0.5737,0.0083,0.0119,-0.0308,-0.0609,0.045,-0.00167
kyle-anderson,Kyle Anderson,2025,301,301,179,52,70,0.4984,0.51,0.0116,-0.029,0.0199,-0.0712,0.0344,0.00753
kyle-filipowski,Kyle Filipowski,2025,517,517,272,25,220,0.5774,0.5774,0.0,0.0027,0.0,0.0,0.0,0.0
kyle-kuzma,Kyle Kuzma,2025,838,838,417,110,311,0.5221,0.4952,-0.0269,-0.0493,-0.0266,-0.0108,-0.022,-0.02282
kyle-lowry,Kyle Lowry,2025,117,117,17,12,88,0.4825,0.4744,-0.0081,-0.043,-0.0297,0.0094,-0.0043,-0.00659
kylor-kelley,Kylor Kelley,2025,22,22,19,3,0,0.6364,0.6364,0.0,-0.0258,0.0,0.0,,0.0
kyrie-irving,Kyrie Irving,2025,945,945,367,219,359,0.5645,0.5492,-0.0153,0.0411,-0.0139,-0.0382,-0.0018,-0.01493
kyshawn-george,Kyshawn George,2025,540,540,160,31,349,0.4769,0.4769,0.0,-0.0795,0.0,0.0,0.0,0.0
lamar-stevens,Lamar Stevens,2025,63,63,30,6,27,0.5391,0.5238,-0.0153,-0.0524,-0.0403,0.1849,-0.0213,-0.01071
lamelo-ball,LaMelo Ball,2025,1003,1003,322,153,528,0.5033,0.494,-0.0093,-0.0277,0.0174,0.0021,-0.0193,-0.00425
landry-shamet,Landry Shamet,2025,228,228,46,27,155,0.5511,0.5899,0.0388,0.04,0.0015,0.0979,0.0263,0.02978
larry-nance-jr,Larry Nance Jr.,2025,155,155,70,9,76,0.6054,0.6258,0.0204,0.0304,-0.0622,0.1507,0.0541,0.00719
lauri-markkanen,Lauri Markkanen,2025,683,683,238,56,389,0.5526,0.522,-0.0306,-0.0261,-0.0317,-0.034,-0.0198,-0.02511
lebron-james,LeBron James,2025,1231,1231,568,277,386,0.5647,0.5715,0.0068,0.0439,-0.0187,0.0291,0.0188,0.00381
leonard-miller,Leonard Miller,2025,15,15,9,1,5,0.57,0.4,-0.17,-0.1913,-0.1444,-0.5,-0.1,-0.15331
lester-quinones,Lester Quinones,2025,78,78,27,7,44,0.5163,0.4808,-0.0355,-0.0411,-0.0261,0.0,-0.0313,-0.02669
liam-robbins,Liam Robbins,2025,8,8,6,0,2,0.25,0.25,0.0,-0.4187,0.0,,0.0,0.0
lindy-waters-iii,Lindy Waters III,2025,245,245,37,26,182,0.538,0.5,-0.038,-0.0425,-0.0183,-0.0308,-0.0287,-0.02735
lonnie-walker-iv,Lonnie Walker IV,2025,212,212,55,30,127,0.5133,0.5259,0.0126,0.0082,-0.0188,0.102,0.0035,0.01165
lonzo-ball,Lonzo Ball,2025,243,243,25,23,195,0.5639,0.5041,-0.0598,-0.0345,0.0626,-0.128,-0.045,-0.04179
luguentz-dort,Luguentz Dort,2025,588,588,117,62,409,0.5353,0.5791,0.0438,0.0202,-0.0156,0.0345,0.0415,0.0294
luka-don-i,Luka DonÄiÄ‡,2025,1003,1003,275,257,471,0.5484,0.5344,-0.014,0.0293,-0.0048,-0.044,-0.002,-0.01353
luka-garza,Luka Garza,2025,105,105,58,11,36,0.5786,0.5429,-0.0357,-0.0479,-0.0017,-0.0819,-0.0509,-0.02697
luke-kennard,Luke Kennard,2025,424,424,81,86,257,0.6201,0.612,-0.0081,0.0777,0.034,0.0212,-0.0208,-0.00181
luke-kornet,Luke Kornet,2025,274,274,262,9,3,0.6938,0.6679,-0.0259,0.0227,-0.0271,0.0,0.0,-0.02591
luke-travers,Luke Travers,2025,20,20,11,0,9,0.25,0.25,0.0,-0.3005,0.0,,0.0,0.0
mac-mcclung,Mac McClung,2025,2,2,0,1,1,0.0,0.0,0.0,-0.3973,,0.0,0.0,0.0
malachi-flynn,Malachi Flynn,2025,6,6,3,0,3,0.5515,0.3333,-0.2182,-0.2055,0.1482,,-0.3897,-0.12075
malaki-branham,Malaki Branham,2025,185,185,68,33,84,0.5107,0.5459,0.0352,0.0193,-0.0042,-0.0308,0.062,0.02111
malcolm-brogdon,Malcolm Brogdon,2025,240,240,123,61,56,0.5163,0.4667,-0.0496,-0.0474,-0.0127,0.0203,-0.1379,-0.03353
malevy-leons,Malevy Leons,2025,2,2,1,0,1,0.0,0.0,0.0,-0.5851,0.0,,0.0,0.0
