name_slug,name,season_year,fga,total_zone_fga,u10_fga,o10_fg2a,fg3a,p_exp_efgpct,act_efgpct,efg_above_position,efg_above_league,u10_fgpct_p_diff,o10_fg2pct_p_diff,fg3pct_p_diff,ptv_raw
jared-sullinger,Jared Sullinger,2014,846,846,436,203,207,0.487,0.487,0.0,-0.0555,0.0,0.0,0.0,0.0
jarrett-jack,Jarrett Jack,2014,664,664,118,363,183,0.4782,0.4782,0.0,0.0227,0.0,0.0,0.0,0.0
jarvis-varnado,Jarvis Varnado,2014,58,58,37,21,0,0.6207,0.6207,0.0,0.04,0.0,0.0,,0.0
jason-collins,Jason Collins,2014,22,22,10,9,3,0.5,0.5,0.0,-0.0162,0.0,0.0,0.0,0.0
jason-maxiell,Jason Maxiell,2014,98,98,55,43,0,0.4796,0.4796,0.0,-0.0738,0.0,0.0,,0.0
jason-smith,Jason Smith,2014,261,261,57,204,0,0.5019,0.5019,0.0,0.0384,0.0,0.0,,0.0
jason-terry,Jason Terry,2014,139,139,14,28,97,0.518,0.518,0.0,0.013,0.0,0.0,0.0,0.0
jason-thompson,Jason Thompson,2014,454,454,323,131,0,0.5441,0.5441,0.0,-0.0176,0.0,0.0,,0.0
javale-mcgee,JaVale McGee,2014,35,35,27,8,0,0.4857,0.4857,0.0,-0.1151,0.0,0.0,,0.0
jeff-adrien,Jeff Adrien,2014,248,248,178,70,0,0.5766,0.5766,0.0,0.0109,0.0,0.0,,0.0
jeff-ayres,Jeff Ayres,2014,157,157,126,31,0,0.6433,0.6433,0.0,0.0106,0.0,0.0,,0.0
jeff-green,Jeff Green,2014,1119,1119,394,329,396,0.4893,0.4893,0.0,-0.0173,0.0,0.0,0.0,0.0
jeff-teague,Jeff Teague,2014,954,954,502,231,221,0.5115,0.5115,0.0,-0.0229,0.0,0.0,0.0,0.0
jeff-withey,Jeff Withey,2014,111,111,100,10,1,0.6216,0.6216,0.0,-0.0038,0.0,0.0,0.0,0.0
jeffery-taylor,Jeffery Taylor,2014,199,199,78,55,66,0.4573,0.4573,0.0,-0.0545,0.0,0.0,0.0,0.0
jeremy-evans,Jeremy Evans,2014,310,310,185,123,2,0.5645,0.5645,0.0,-0.0034,0.0,0.0,0.0,0.0
jeremy-lamb,Jeremy Lamb,2014,590,590,169,174,247,0.5203,0.5203,0.0,-0.0173,0.0,0.0,0.0,0.0
jeremy-lin,Jeremy Lin,2014,621,621,263,130,228,0.5411,0.5411,0.0,0.0127,0.0,0.0,0.0,0.0
jeremy-tyler,Jeremy Tyler,2014,111,111,71,40,0,0.5405,0.5405,0.0,-0.0127,0.0,0.0,,0.0
jermaine-o-neal,Jermaine O'Neal,2014,221,221,174,47,0,0.552,0.552,0.0,-0.0061,0.0,0.0,,0.0
jerryd-bayless,Jerryd Bayless,2014,597,597,121,267,209,0.4791,0.4791,0.0,-0.0165,0.0,0.0,0.0,0.0
jimmer-fredette,Jimmer Fredette,2014,217,217,57,77,83,0.5853,0.5853,0.0,0.0808,0.0,0.0,0.0,0.0
jimmy-butler,Jimmy Butler,2014,642,642,221,186,235,0.479,0.479,0.0,-0.0594,0.0,0.0,0.0,0.0
jimmy-butler-iii,Jimmy Butler III,2014,642,642,221,186,235,0.479,0.479,0.0,-0.0594,0.0,0.0,0.0,0.0
jj-hickson,JJ Hickson,2014,591,591,421,163,7,0.5618,0.5618,0.0,-0.0189,0.0,0.0,0.0,0.0
jj-redick,JJ Redick,2014,390,390,62,149,179,0.5577,0.5577,0.0,0.0377,0.0,0.0,0.0,0.0
joakim-noah,Joakim Noah,2014,723,723,536,185,2,0.5242,0.5242,0.0,-0.0397,0.0,0.0,0.0,0.0
jodie-meeks,Jodie Meeks,2014,835,835,298,139,398,0.5904,0.5904,0.0,0.0199,0.0,0.0,0.0,0.0
joe-johnson,Joe Johnson,2014,982,982,289,302,391,0.5362,0.5362,0.0,0.047,0.0,0.0,0.0,0.0
joel-anthony,Joel Anthony,2014,30,30,18,12,0,0.4,0.4,0.0,-0.1464,0.0,0.0,,0.0
joel-freeland,Joel Freeland,2014,153,153,88,63,2,0.5033,0.5033,0.0,-0.0495,0.0,0.0,0.0,0.0
john-henson,John Henson,2014,595,595,498,96,1,0.5681,0.5681,0.0,-0.0156,0.0,0.0,0.0,0.0
john-jenkins,John Jenkins,2014,38,38,15,5,18,0.4737,0.4737,0.0,-0.1241,0.0,0.0,0.0,0.0
john-lucas-iii,John Lucas III,2014,186,186,33,69,84,0.4005,0.4005,0.0,-0.1014,0.0,0.0,0.0,0.0
john-salmons,John Salmons,2014,382,382,63,163,156,0.4673,0.4673,0.0,-0.0224,0.0,0.0,0.0,0.0
john-wall,John Wall,2014,1260,1260,375,584,301,0.4909,0.4909,0.0,-0.0049,0.0,0.0,0.0,0.0
jon-leuer,Jon Leuer,2014,226,226,95,82,49,0.5863,0.5863,0.0,0.0448,0.0,0.0,0.0,0.0
jonas-jerebko,Jonas Jerebko,2014,200,200,90,36,74,0.5675,0.5675,0.0,-0.0069,0.0,0.0,0.0,0.0
jonas-valan-i-nas,Jonas ValanÄiÅ«nas,2014,607,607,484,122,1,0.5865,0.5865,0.0,0.013,0.0,0.0,0.0,0.0
jonas-valanciunas,Jonas Valanciunas,2014,607,607,484,122,1,0.5865,0.5865,0.0,0.013,0.0,0.0,0.0,0.0
jordan-crawford,Jordan Crawford,2014,762,762,233,247,282,0.4869,0.4869,0.0,-0.0131,0.0,0.0,0.0,0.0
jordan-farmar,Jordan Farmar,2014,347,347,91,96,160,0.5331,0.5331,0.0,0.0238,0.0,0.0,0.0,0.0
jordan-hamilton,Jordan Hamilton,2014,361,361,117,49,195,0.5042,0.5042,0.0,-0.0395,0.0,0.0,0.0,0.0
jordan-hill,Jordan Hill,2014,490,490,366,123,1,0.5837,0.5837,0.0,0.0129,0.0,0.0,0.0,0.0
jorge-gutierrez,Jorge Gutierrez,2014,49,49,22,15,12,0.5408,0.5408,0.0,-0.0234,0.0,0.0,0.0,0.0
jose-calderon,Jose Calderon,2014,732,732,70,239,423,0.5963,0.5963,0.0,0.0898,0.0,0.0,0.0,0.0
josh-harrellson,Josh Harrellson,2014,79,79,36,12,31,0.557,0.557,0.0,-0.0152,0.0,0.0,0.0,0.0
josh-mcroberts,Josh McRoberts,2014,533,533,170,81,282,0.5553,0.5553,0.0,0.0029,0.0,0.0,0.0,0.0
josh-powell,Josh Powell,2014,4,4,0,4,0,0.5,0.5,0.0,0.0694,,0.0,,0.0
josh-smith,Josh Smith,2014,1193,1193,565,364,264,0.4619,0.4619,0.0,-0.0647,0.0,0.0,0.0,0.0
jr-smith,JR Smith,2014,937,937,156,302,479,0.5235,0.5235,0.0,0.0322,0.0,0.0,0.0,0.0
jrue-holiday,Jrue Holiday,2014,425,425,175,174,76,0.5129,0.5129,0.0,0.0251,0.0,0.0,0.0,0.0
julyan-stone,Julyan Stone,2014,17,17,8,1,8,0.4706,0.4706,0.0,-0.0659,0.0,0.0,0.0,0.0
justin-hamilton,Justin Hamilton,2014,19,19,7,3,9,0.5526,0.5526,0.0,-0.0562,0.0,0.0,0.0,0.0
kawhi-leonard,Kawhi Leonard,2014,611,611,253,177,181,0.608,0.608,0.0,0.0586,0.0,0.0,0.0,0.0
keith-bogans,Keith Bogans,2014,5,5,0,0,5,0.9,0.9,0.0,0.3538,,,0.0,0.0
kelly-olynyk,Kelly Olynyk,2014,467,467,236,117,114,0.5439,0.5439,0.0,-0.0279,0.0,0.0,0.0,0.0
kemba-walker,Kemba Walker,2014,1056,1056,273,463,320,0.4716,0.4716,0.0,-0.0063,0.0,0.0,0.0,0.0
kendall-marshall,Kendall Marshall,2014,393,393,108,107,178,0.5229,0.5229,0.0,-0.0048,0.0,0.0,0.0,0.0
kendrick-perkins,Kendrick Perkins,2014,168,168,136,31,1,0.5179,0.5179,0.0,-0.072,0.0,0.0,0.0,0.0
kenneth-faried,Kenneth Faried,2014,754,754,634,117,3,0.5928,0.5928,0.0,-0.0189,0.0,0.0,0.0,0.0
kent-bazemore,Kent Bazemore,2014,330,330,127,75,128,0.5106,0.5106,0.0,-0.0172,0.0,0.0,0.0,0.0
kentavious-caldwell-pope,Kentavious Caldwell-Pope,2014,442,442,136,121,185,0.4785,0.4785,0.0,-0.076,0.0,0.0,0.0,0.0
kenyon-martin,Kenyon Martin,2014,117,117,77,39,1,0.5385,0.5385,0.0,-0.0404,0.0,0.0,0.0,0.0
kevin-durant,Kevin Durant,2014,1646,1646,546,613,487,0.5741,0.5741,0.0,0.0677,0.0,0.0,0.0,0.0
kevin-garnett,Kevin Garnett,2014,339,339,97,239,3,0.4454,0.4454,0.0,-0.0218,0.0,0.0,0.0,0.0
kevin-love,Kevin Love,2014,1352,1352,538,317,497,0.5496,0.5496,0.0,0.0037,0.0,0.0,0.0,0.0
kevin-martin,Kevin Martin,2014,966,966,306,366,294,0.514,0.514,0.0,-0.0184,0.0,0.0,0.0,0.0
kevin-seraphin,Kevin Seraphin,2014,206,206,139,67,0,0.5388,0.5388,0.0,-0.0028,0.0,0.0,,0.0
khris-middleton,Khris Middleton,2014,809,809,179,343,287,0.534,0.534,0.0,0.0259,0.0,0.0,0.0,0.0
kirk-hinrich,Kirk Hinrich,2014,587,587,117,232,238,0.4864,0.4864,0.0,-0.0108,0.0,0.0,0.0,0.0
klay-thompson,Klay Thompson,2014,1187,1187,241,427,519,0.5505,0.5505,0.0,0.0357,0.0,0.0,0.0,0.0
kobe-bryant,Kobe Bryant,2014,68,68,19,33,16,0.4779,0.4779,0.0,0.0082,0.0,0.0,0.0,0.0
kosta-koufos,Kosta Koufos,2014,425,425,360,65,0,0.5341,0.5341,0.0,-0.0848,0.0,0.0,,0.0
kris-humphries,Kris Humphries,2014,438,438,157,279,2,0.5274,0.5274,0.0,0.0255,0.0,0.0,0.0,0.0
kyle-korver,Kyle Korver,2014,587,587,28,181,378,0.6474,0.6474,0.0,0.1285,0.0,0.0,0.0,0.0
kyle-lowry,Kyle Lowry,2014,1013,1013,308,214,491,0.537,0.537,0.0,0.0275,0.0,0.0,0.0,0.0
kyle-o-quinn,Kyle O'Quinn,2014,350,350,153,194,3,0.5314,0.5314,0.0,0.018,0.0,0.0,0.0,0.0
kyle-singler,Kyle Singler,2014,559,559,200,115,244,0.5653,0.5653,0.0,0.0033,0.0,0.0,0.0,0.0
kyrie-irving,Kyrie Irving,2014,1178,1178,337,502,339,0.5021,0.5021,0.0,0.0089,0.0,0.0,0.0,0.0
lamarcus-aldridge,LaMarcus Aldridge,2014,1382,1382,429,938,15,0.4729,0.4729,0.0,0.0053,0.0,0.0,0.0,0.0
lance-stephenson,Lance Stephenson,2014,824,824,393,188,243,0.5686,0.5686,0.0,0.0278,0.0,0.0,0.0,0.0
lance-thomas,Lance Thomas,2014,5,5,3,2,0,0.4,0.4,0.0,-0.1791,0.0,0.0,,0.0
landry-fields,Landry Fields,2014,55,55,41,11,3,0.4364,0.4364,0.0,-0.1272,0.0,0.0,0.0,0.0
larry-sanders,Larry Sanders,2014,132,132,111,20,1,0.5606,0.5606,0.0,-0.0291,0.0,0.0,0.0,0.0
lavoy-allen,Lavoy Allen,2014,289,289,156,120,13,0.4671,0.4671,0.0,-0.0918,0.0,0.0,0.0,0.0
leandro-barbosa,Leandro Barbosa,2014,121,121,69,27,25,0.4917,0.4917,0.0,-0.0631,0.0,0.0,0.0,0.0
lebron-james,LeBron James,2014,1306,1306,656,346,304,0.6286,0.6286,0.0,0.0907,0.0,0.0,0.0,0.0
lorenzo-brown,Lorenzo Brown,2014,76,76,32,14,30,0.3618,0.3618,0.0,-0.165,0.0,0.0,0.0,0.0
lou-amundson,Lou Amundson,2014,27,27,24,3,0,0.5926,0.5926,0.0,-0.0441,0.0,0.0,,0.0
lou-williams,Lou Williams,2014,466,466,113,130,223,0.5,0.5,0.0,-0.0197,0.0,0.0,0.0,0.0
luc-mbah-a-moute,Luc Mbah a Moute,2014,169,169,102,50,17,0.5266,0.5266,0.0,-0.038,0.0,0.0,0.0,0.0
luis-scola,Luis Scola,2014,530,530,200,323,7,0.4972,0.4972,0.0,-0.0013,0.0,0.0,0.0,0.0
luke-babbitt,Luke Babbitt,2014,146,146,25,28,93,0.5342,0.5342,0.0,-0.0055,0.0,0.0,0.0,0.0
luke-ridnour,Luke Ridnour,2014,312,312,50,156,106,0.4567,0.4567,0.0,-0.0174,0.0,0.0,0.0,0.0
luol-deng,Luol Deng,2014,799,799,311,299,189,0.5,0.5,0.0,-0.0164,0.0,0.0,0.0,0.0
maalik-wayns,Maalik Wayns,2014,2,2,0,2,0,0.5,0.5,0.0,0.1329,,0.0,,0.0
malcolm-thomas,Malcolm Thomas,2014,16,16,9,3,4,0.4688,0.4688,0.0,-0.1015,0.0,0.0,0.0,0.0
manny-harris,Manny Harris,2014,64,64,28,16,20,0.4922,0.4922,0.0,-0.0531,0.0,0.0,0.0,0.0
manu-ginobili,Manu Ginobili,2014,595,595,237,107,251,0.5697,0.5697,0.0,0.0269,0.0,0.0,0.0,0.0
marc-gasol,Marc Gasol,2014,684,684,295,378,11,0.4927,0.4927,0.0,-0.0055,0.0,0.0,0.0,0.0
marcin-gortat,Marcin Gortat,2014,777,777,508,268,1,0.5798,0.5798,0.0,0.0176,0.0,0.0,0.0,0.0
marco-belinelli,Marco Belinelli,2014,664,664,159,214,291,0.6024,0.6024,0.0,0.0685,0.0,0.0,0.0,0.0
marcus-morris-sr,Marcus Morris Sr.,2014,625,625,135,234,256,0.54,0.54,0.0,0.0276,0.0,0.0,0.0,0.0
marcus-thornton,Marcus Thornton,2014,604,604,166,132,306,0.4892,0.4892,0.0,-0.0448,0.0,0.0,0.0,0.0
mario-chalmers,Mario Chalmers,2014,520,520,247,47,226,0.5721,0.5721,0.0,0.0165,0.0,0.0,0.0,0.0
markieff-morris,Markieff Morris,2014,809,809,357,344,108,0.5266,0.5266,0.0,0.0078,0.0,0.0,0.0,0.0
marquis-teague,Marquis Teague,2014,100,100,52,31,17,0.405,0.405,0.0,-0.0744,0.0,0.0,0.0,0.0
marreese-speights,Marreese Speights,2014,417,417,217,169,31,0.4748,0.4748,0.0,-0.0691,0.0,0.0,0.0,0.0
marshon-brooks,MarShon Brooks,2014,118,118,65,28,25,0.5381,0.5381,0.0,0.017,0.0,0.0,0.0,0.0
martell-webster,Martell Webster,2014,570,570,98,104,368,0.5693,0.5693,0.0,0.0261,0.0,0.0,0.0,0.0
marvin-williams,Marvin Williams,2014,509,509,153,123,233,0.5363,0.5363,0.0,-0.0061,0.0,0.0,0.0,0.0
mason-plumlee,Mason Plumlee,2014,266,266,254,9,3,0.7444,0.7444,0.0,0.0791,0.0,0.0,0.0,0.0
matt-barnes,Matt Barnes,2014,500,500,180,42,278,0.559,0.559,0.0,-0.03,0.0,0.0,0.0,0.0
matt-bonner,Matt Bonner,2014,161,161,39,26,96,0.5839,0.5839,0.0,0.0211,0.0,0.0,0.0,0.0
matthew-dellavedova,Matthew Dellavedova,2014,290,290,70,65,155,0.519,0.519,0.0,-0.0167,0.0,0.0,0.0,0.0
maurice-harkless,Maurice Harkless,2014,438,438,241,43,154,0.5788,0.5788,0.0,-0.0023,0.0,0.0,0.0,0.0
melvin-ely,Melvin Ely,2014,6,6,5,1,0,0.5,0.5,0.0,-0.1176,0.0,0.0,,0.0
metta-world-peace,Metta World Peace,2014,132,132,39,40,53,0.4773,0.4773,0.0,-0.0118,0.0,0.0,0.0,0.0
meyers-leonard,Meyers Leonard,2014,88,88,42,40,6,0.4659,0.4659,0.0,-0.0932,0.0,0.0,0.0,0.0
michael-beasley,Michael Beasley,2014,336,336,168,114,54,0.558,0.558,0.0,0.0373,0.0,0.0,0.0,0.0
michael-carter-williams,Michael Carter-Williams,2014,938,938,510,220,208,0.4803,0.4803,0.0,-0.0536,0.0,0.0,0.0,0.0
michael-kidd-gilchrist,Michael Kidd-Gilchrist,2014,310,310,209,92,9,0.5274,0.5274,0.0,-0.0173,0.0,0.0,0.0,0.0
mike-conley,Mike Conley,2014,979,979,378,311,290,0.5255,0.5255,0.0,0.0094,0.0,0.0,0.0,0.0
mike-dunleavy,Mike Dunleavy,2014,752,752,165,266,321,0.5246,0.5246,0.0,0.0072,0.0,0.0,0.0,0.0
mike-harris,Mike Harris,2014,57,57,18,37,2,0.5088,0.5088,0.0,0.0439,0.0,0.0,0.0,0.0
mike-james,Mike James,2014,19,19,5,9,5,0.2895,0.2895,0.0,-0.1683,0.0,0.0,0.0,0.0
mike-miller,Mike Miller,2014,436,436,67,136,233,0.6112,0.6112,0.0,0.0813,0.0,0.0,0.0,0.0
mike-muscala,Mike Muscala,2014,68,68,29,36,3,0.4559,0.4559,0.0,-0.069,0.0,0.0,0.0,0.0
mike-scott,Mike Scott,2014,592,592,287,108,197,0.5498,0.5498,0.0,-0.0449,0.0,0.0,0.0,0.0
miles-plumlee,Miles Plumlee,2014,520,520,472,48,0,0.55,0.55,0.0,-0.054,0.0,0.0,,0.0
miroslav-raduljica,Miroslav Raduljica,2014,109,109,96,13,0,0.6239,0.6239,0.0,0.0329,0.0,0.0,,0.0
mirza-teletovic,Mirza Teletovic,2014,499,499,98,59,342,0.5671,0.5671,0.0,0.0195,0.0,0.0,0.0,0.0
mo-williams,Mo Williams,2014,651,651,125,304,222,0.4923,0.4923,0.0,0.0127,0.0,0.0,0.0,0.0
monta-ellis,Monta Ellis,2014,1233,1233,545,479,209,0.4943,0.4943,0.0,-0.008,0.0,0.0,0.0,0.0
mustafa-shakur,Mustafa Shakur,2014,3,3,1,1,1,0.0,0.0,0.0,-0.4343,0.0,0.0,0.0,0.0
nando-de-colo,Nando De Colo,2014,146,146,52,41,53,0.5,0.5,0.0,-0.0346,0.0,0.0,0.0,0.0
nate-robinson,Nate Robinson,2014,365,365,105,107,153,0.5288,0.5288,0.0,0.0101,0.0,0.0,0.0,0.0
nate-wolters,Nate Wolters,2014,348,348,166,123,59,0.5057,0.5057,0.0,-0.0064,0.0,0.0,0.0,0.0
nazr-mohammed,Nazr Mohammed,2014,118,118,69,49,0,0.4576,0.4576,0.0,-0.0657,0.0,0.0,,0.0
nemanja-nedovic,Nemanja Nedovic,2014,32,32,7,9,16,0.2656,0.2656,0.0,-0.2411,0.0,0.0,0.0,0.0
nene,Nene,2014,562,562,300,257,5,0.5311,0.5311,0.0,0.0103,0.0,0.0,0.0,0.0
nick-calathes,Nick Calathes,2014,285,285,148,76,61,0.5281,0.5281,0.0,-0.0158,0.0,0.0,0.0,0.0
nick-collison,Nick Collison,2014,216,216,140,59,17,0.6296,0.6296,0.0,0.0438,0.0,0.0,0.0,0.0
nick-young,Nick Young,2014,854,854,186,321,347,0.5322,0.5322,0.0,0.0404,0.0,0.0,0.0,0.0
nicolas-batum,Nicolas Batum,2014,800,800,206,195,399,0.5669,0.5669,0.0,0.0255,0.0,0.0,0.0,0.0
nikola-pekovic,Nikola Pekovic,2014,631,631,589,42,0,0.6006,0.6006,0.0,-0.0026,0.0,0.0,,0.0
nikola-vu-evi,Nikola VuÄeviÄ‡,2014,658,658,395,263,0,0.5365,0.5365,0.0,0.0023,0.0,0.0,,0.0
nikola-vucevic,Nikola Vucevic,2014,658,658,395,263,0,0.5365,0.5365,0.0,0.0023,0.0,0.0,,0.0
norris-cole,Norris Cole,2014,464,464,177,114,173,0.5108,0.5108,0.0,-0.0235,0.0,0.0,0.0,0.0
o-j-mayo,O.J. Mayo,2014,500,500,94,188,218,0.515,0.515,0.0,0.0273,0.0,0.0,0.0,0.0
ognjen-kuzmic,Ognjen Kuzmic,2014,12,12,10,2,0,0.4167,0.4167,0.0,-0.208,0.0,0.0,,0.0
omer-asik,Omer Asik,2014,160,160,151,9,0,0.6313,0.6313,0.0,-0.0042,0.0,0.0,,0.0
omri-casspi,Omri Casspi,2014,386,386,160,50,176,0.5246,0.5246,0.0,-0.0559,0.0,0.0,0.0,0.0
orlando-johnson,Orlando Johnson,2014,99,99,32,20,47,0.4091,0.4091,0.0,-0.1175,0.0,0.0,0.0,0.0
othyus-jeffers,Othyus Jeffers,2014,6,6,3,1,2,0.5,0.5,0.0,-0.0418,0.0,0.0,0.0,0.0
otto-porter-jr,Otto Porter Jr.,2014,88,88,26,41,21,0.3977,0.3977,0.0,-0.1096,0.0,0.0,0.0,0.0
p-j-tucker,P.J. Tucker,2014,564,564,287,87,190,0.5355,0.5355,0.0,-0.0318,0.0,0.0,0.0,0.0
pablo-prigioni,Pablo Prigioni,2014,185,185,26,20,139,0.6459,0.6459,0.0,0.1035,0.0,0.0,0.0,0.0
patrick-beverley,Patrick Beverley,2014,449,449,153,46,250,0.5434,0.5434,0.0,0.0003,0.0,0.0,0.0,0.0
patrick-patterson,Patrick Patterson,2014,465,465,153,165,147,0.5215,0.5215,0.0,-0.019,0.0,0.0,0.0,0.0
patty-mills,Patty Mills,2014,645,645,116,214,315,0.5837,0.5837,0.0,0.061,0.0,0.0,0.0,0.0
pau-gasol,Pau Gasol,2014,827,827,470,343,14,0.5151,0.5151,0.0,0.0003,0.0,0.0,0.0,0.0
paul-george,Paul George,2014,1294,1294,334,463,497,0.5162,0.5162,0.0,0.0146,0.0,0.0,0.0,0.0
paul-millsap,Paul Millsap,2014,965,965,527,229,209,0.5347,0.5347,0.0,-0.0127,0.0,0.0,0.0,0.0
paul-pierce,Paul Pierce,2014,660,660,169,197,294,0.5576,0.5576,0.0,0.0566,0.0,0.0,0.0,0.0
pero-antic,Pero Antic,2014,277,277,75,36,166,0.5289,0.5289,0.0,-0.0405,0.0,0.0,0.0,0.0
perry-jones-iii,Perry Jones III,2014,173,173,71,41,61,0.5434,0.5434,0.0,-0.013,0.0,0.0,0.0,0.0
peyton-siva,Peyton Siva,2014,49,49,19,5,25,0.4388,0.4388,0.0,-0.0871,0.0,0.0,0.0,0.0
phil-pressey,Phil Pressey,2014,243,243,70,67,106,0.3786,0.3786,0.0,-0.153,0.0,0.0,0.0,0.0
quincy-acy,Quincy Acy,2014,131,131,86,30,15,0.5191,0.5191,0.0,-0.0444,0.0,0.0,0.0,0.0
quincy-miller,Quincy Miller,2014,240,240,87,59,94,0.4542,0.4542,0.0,-0.0939,0.0,0.0,0.0,0.0
quincy-pondexter,Quincy Pondexter,2014,71,71,25,13,33,0.5141,0.5141,0.0,-0.0242,0.0,0.0,0.0,0.0
rajon-rondo,Rajon Rondo,2014,322,322,159,74,89,0.4783,0.4783,0.0,-0.0347,0.0,0.0,0.0,0.0
ramon-sessions,Ramon Sessions,2014,707,707,414,170,123,0.4901,0.4901,0.0,-0.0415,0.0,0.0,0.0,0.0
randy-foye,Randy Foye,2014,832,832,176,165,491,0.5475,0.5475,0.0,0.0155,0.0,0.0,0.0,0.0
rashard-lewis,Rashard Lewis,2014,230,230,63,35,132,0.5261,0.5261,0.0,-0.0071,0.0,0.0,0.0,0.0
rasual-butler,Rasual Butler,2014,109,109,17,30,62,0.5872,0.5872,0.0,0.0766,0.0,0.0,0.0,0.0
ray-allen,Ray Allen,2014,534,534,118,107,309,0.5581,0.5581,0.0,0.0236,0.0,0.0,0.0,0.0
ray-mccallum,Ray McCallum,2014,277,277,89,130,58,0.4422,0.4422,0.0,-0.0526,0.0,0.0,0.0,0.0
raymond-felton,Raymond Felton,2014,574,574,185,196,193,0.4704,0.4704,0.0,-0.0282,0.0,0.0,0.0,0.0
reggie-bullock,Reggie Bullock,2014,119,119,16,31,72,0.4538,0.4538,0.0,-0.0883,0.0,0.0,0.0,0.0
reggie-bullock-jr,Reggie Bullock Jr.,2014,119,119,16,31,72,0.4538,0.4538,0.0,-0.0883,0.0,0.0,0.0,0.0
reggie-evans,Reggie Evans,2014,122,122,115,7,0,0.582,0.582,0.0,-0.0174,0.0,0.0,,0.0
reggie-jackson,Reggie Jackson,2014,857,857,358,257,242,0.5163,0.5163,0.0,0.0053,0.0,0.0,0.0,0.0
reggie-williams,Reggie Williams,2014,9,9,2,4,3,0.6111,0.6111,0.0,0.109,0.0,0.0,0.0,0.0
richard-jefferson,Richard Jefferson,2014,623,623,184,142,297,0.5706,0.5706,0.0,0.0447,0.0,0.0,0.0,0.0
ricky-ledo,Ricky Ledo,2014,17,17,6,3,8,0.4412,0.4412,0.0,-0.1287,0.0,0.0,0.0,0.0
ricky-rubio,Ricky Rubio,2014,603,603,264,212,127,0.4594,0.4594,0.0,-0.0508,0.0,0.0,0.0,0.0
robbie-hummel,Robbie Hummel,2014,171,171,16,67,88,0.4854,0.4854,0.0,-0.0329,0.0,0.0,0.0,0.0
robert-covington,Robert Covington,2014,14,14,2,1,11,0.5714,0.5714,0.0,-0.0086,0.0,0.0,0.0,0.0
robert-sacre,Robert Sacre,2014,272,272,172,100,0,0.5257,0.5257,0.0,-0.0452,0.0,0.0,,0.0
robin-lopez,Robin Lopez,2014,614,614,506,107,1,0.5782,0.5782,0.0,-0.0168,0.0,0.0,0.0,0.0
rodney-stuckey,Rodney Stuckey,2014,804,804,371,345,88,0.4776,0.4776,0.0,-0.0235,0.0,0.0,0.0,0.0
roger-mason-jr,Roger Mason Jr.,2014,67,67,4,15,48,0.5,0.5,0.0,-0.0255,0.0,0.0,0.0,0.0
ronnie-brewer,Ronnie Brewer,2014,15,15,4,3,8,0.2333,0.2333,0.0,-0.3036,0.0,0.0,0.0,0.0
ronnie-price,Ronnie Price,2014,88,88,19,26,43,0.3693,0.3693,0.0,-0.1366,0.0,0.0,0.0,0.0
ronny-turiaf,Ronny Turiaf,2014,94,94,89,5,0,0.6809,0.6809,0.0,0.0481,0.0,0.0,,0.0
roy-hibbert,Roy Hibbert,2014,707,707,494,208,5,0.4696,0.4696,0.0,-0.0689,0.0,0.0,0.0,0.0
royal-ivey,Royal Ivey,2014,2,2,0,1,1,0.0,0.0,0.0,-0.4695,,0.0,0.0,0.0
royce-white,Royce White,2014,1,1,0,1,0,0.0,0.0,0.0,-0.3378,,0.0,,0.0
rudy-gay,Rudy Gay,2014,1081,1081,476,414,191,0.519,0.519,0.0,0.0219,0.0,0.0,0.0,0.0
rudy-gobert,Rudy Gobert,2014,67,67,64,3,0,0.5373,0.5373,0.0,-0.1036,0.0,0.0,,0.0
russell-westbrook,Russell Westbrook,2014,751,751,285,252,214,0.506,0.506,0.0,-0.0177,0.0,0.0,0.0,0.0
ryan-anderson,Ryan Anderson,2014,341,341,91,86,164,0.5528,0.5528,0.0,0.0194,0.0,0.0,0.0,0.0
ryan-gomes,Ryan Gomes,2014,7,7,1,4,2,0.4286,0.4286,0.0,-0.0448,0.0,0.0,0.0,0.0
ryan-hollins,Ryan Hollins,2014,64,64,60,4,0,0.8281,0.8281,0.0,0.1732,0.0,0.0,,0.0
ryan-kelly,Ryan Kelly,2014,347,347,119,90,138,0.5216,0.5216,0.0,-0.0291,0.0,0.0,0.0,0.0
samuel-dalembert,Samuel Dalembert,2014,341,341,284,56,1,0.6276,0.6276,0.0,-0.0099,0.0,0.0,0.0,0.0
sasha-vujacic,Sasha Vujacic,2014,4,4,0,2,2,0.625,0.625,0.0,0.0983,,0.0,0.0,0.0
scotty-hopson,Scotty Hopson,2014,3,3,0,1,2,0.0,0.0,0.0,-0.4615,,0.0,0.0,0.0
serge-ibaka,Serge Ibaka,2014,945,945,411,474,60,0.5667,0.5667,0.0,0.0301,0.0,0.0,0.0,0.0
sergey-karasev,Sergey Karasev,2014,34,34,5,10,19,0.4118,0.4118,0.0,-0.1236,0.0,0.0,0.0,0.0
seth-curry,Seth Curry,2014,3,3,1,1,1,0.5,0.5,0.0,-0.0123,0.0,0.0,0.0,0.0
shabazz-muhammad,Shabazz Muhammad,2014,109,109,68,30,11,0.5367,0.5367,0.0,-0.0069,0.0,0.0,0.0,0.0
shane-battier,Shane Battier,2014,269,269,50,10,209,0.526,0.526,0.0,-0.0383,0.0,0.0,0.0,0.0
