Player,Team,Opponent,Date,Closest Defender Distance,Shot Clock,Touch Time,Dribbles,FGA,eFG%,o10 eFG%,u10ft FG2M,u10ft FG2A,u10ft FG2%,u10ft FG2 Freq,o10ft FG2M,o10ft FG2A,o10ft FG2%,o10ft FG2 Freq,FG3M,FG3A,FG3%,FG3 Freq
D'Angelo Russell,LAL,LAC,1/7/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.2143
D'Angelo Russell,LAL,BOS,12/25/2023,4-6 Feet - Open,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.6667,0.6667,0,0,,0,2,3,0.6667,0.5,0,0,,0
Dalano Banton,POR,MIA,3/29/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2105
Dalano Banton,POR,NOP,3/16/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2
Dalano Banton,POR,MIA,3/29/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,,1,4,0.25,0.2105,0,0,,0,0,0,,0
Dalen Terry,CHI,CHA,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.6
Damian Lillard,MIL,BOS,11/22/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,6,0.8333,0,5,5,1,0.2083,0,1,0,0.0417,0,0,,0
Damian Lillard,MIL,LAC,3/4/2024,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,6,0.4167,0.5,1,3,0.3333,0.1364,0,1,0,0.0455,1,2,0.5,0.0909
Damian Lillard,MIL,BKN,3/21/2024,6+ Feet - Wide Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.8,0.8,0,0,,0,1,3,0.3333,0.1364,2,2,1,0.0909
Damian Lillard,MIL,LAL,3/8/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.5,0.5,0,0,,0,1,4,0.25,0.1739,1,1,1,0.0435
Damian Lillard,MIL,DAL,11/18/2023,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.25,0,1,1,1,0.0556,0,1,0,0.0556,0,2,0,0.1111
Damian Lillard,MIL,NYK,12/23/2023,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,0.5,0,2,3,0.6667,0.1875,0,0,,0,0,1,0,0.0625
Damian Lillard,MIL,TOR,4/5/2024,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,0.5,1,2,0.5,0.0833,1,2,0.5,0.0833,0,0,,0
Damian Lillard,MIL,PHX,3/17/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.625,0.625,0,0,,0,1,2,0.5,0.1053,1,2,0.5,0.1053
Damian Lillard,MIL,DAL,2/3/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.875,0.875,0,0,,0,2,3,0.6667,0.2727,1,1,1,0.0909
Damian Lillard,MIL,TOR,11/15/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,,2,4,0.5,0.2222,0,0,,0,0,0,,0
Damian Lillard,MIL,CLE,12/29/2023,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0.3333,0,0,,0,1,1,1,0.0625,0,2,0,0.125
Damian Lillard,MIL,IND,1/3/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1667
Damian Lillard,MIL,SAS,1/4/2024,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,2,0.5,0.1053,0,0,,0,0,1,0,0.0526
Damian Lillard,MIL,ATL,10/29/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0,0,0,2,0,0.1667,0,0,,0,0,1,0,0.0833
Damian Lillard,MIL,TOR,11/1/2023,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.5,0.75,0,1,0,0.1111,0,0,,0,1,2,0.5,0.2222
Damian Lillard,MIL,NYK,12/25/2023,6+ Feet - Wide Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0.3333,0,0,,0,1,1,1,0.0476,0,2,0,0.0952
Damian Lillard,MIL,SAS,12/19/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.1364,0,0,,0,0,0,,0
Damian Lillard,MIL,HOU,12/17/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,1,1,0.0526,0,0,,0,0,2,0,0.1053
Daniel Gafford,WAS,PHI,12/6/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.8,0,4,4,1,0.4,0,1,0,0.1,0,0,,0
Daniel Gafford,WAS,ORL,12/1/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.4,0,0,,0,0,0,,0
Daniel Theis,LAC,LAL,2/28/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.5,0,1,0,0.1,0,0,,0,1,3,0.3333,0.3
Daniel Theis,LAC,PHX,1/8/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,0,2,2,1,0.3333,0,0,,0,0,1,0,0.1667
Dante Exum,DAL,LAC,12/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3333
Dante Exum,DAL,PHX,12/25/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5714
Dante Exum,DAL,HOU,3/31/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.375,1.5,1,1,1,0.2,0,0,,0,3,3,1,0.6
Dante Exum,DAL,SAC,3/29/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.6667
Dante Exum,DAL,POR,12/16/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.2727,0,0,,0,0,0,,0
Danté Exum,DAL,LAC,12/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3333
Danté Exum,DAL,PHX,12/25/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5714
Danté Exum,DAL,HOU,3/31/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.375,1.5,1,1,1,0.2,0,0,,0,3,3,1,0.6
Danté Exum,DAL,SAC,3/29/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.6667
Danté Exum,DAL,POR,12/16/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.2727,0,0,,0,0,0,,0
Dario Saric,GSW,OKC,11/3/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.5556
Dario Saric,GSW,SAS,11/24/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.4545
Dario Saric,GSW,HOU,11/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4
Dario Saric,GSW,MIN,11/12/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.1,1,3,0.3333,0.3
Dario Saric,GSW,MIN,11/14/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2667
Dario Saric,GSW,DET,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.3
Dario Šarić,GSW,OKC,11/3/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.5556
Dario Šarić,GSW,SAS,11/24/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.4545
Dario Šarić,GSW,MIN,11/12/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.1,1,3,0.3333,0.3
Dario Šarić,GSW,HOU,11/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4
Dario Šarić,GSW,MIN,11/14/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2667
Dario Šarić,GSW,DET,1/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.3
Darius Garland,CLE,BOS,12/12/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.8,1,2,3,0.6667,0.1304,2,2,1,0.087,0,0,,0
Darius Garland,CLE,PHI,11/21/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0,2,2,1,0.08,0,2,0,0.08,0,0,,0
Darius Garland,CLE,MEM,4/10/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.3077
Darius Garland,CLE,BOS,12/14/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.1579,0,0,,0,0,0,,0
David Roddy,MEM,HOU,12/13/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.3571
David Roddy,MEM,POR,11/3/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2857
David Roddy,MEM,UTA,11/29/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3636
David Roddy,MEM,TOR,1/22/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0,,0,4,0,0.3333,0,0,,0,0,0,,0
David Roddy,MEM,NOP,12/26/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.4286
Davion Mitchell,SAC,OKC,4/9/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.4
Davion Mitchell,SAC,LAC,4/2/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4
Davion Mitchell,SAC,BKN,4/7/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5
Davis Bertans,CHA,PHI,3/1/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,1,0,0.0833,2,4,0.5,0.3333
Davis Bertans,CHA,WAS,3/8/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0.3333,0,1,0,0.0714,1,1,1,0.0714,0,2,0,0.1429
Davis Bertans,CHA,BOS,4/12/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5714
Davis Bertans,CHA,ORL,3/5/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3636
Day'Ron Sharpe,BKN,CHA,10/30/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.5,0,0,,0,0,0,,0
Day'Ron Sharpe,BKN,NOP,3/19/2024,2-4 Feet - Tight,4-0 Very Late,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.3636,0,0,,0,0,0,,0
Day'Ron Sharpe,BKN,IND,4/1/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.5,0,0,,0,0,0,,0
De'Aaron Fox,SAC,SAS,3/7/2024,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,5,0.4,0,2,3,0.6667,0.0938,0,1,0,0.0313,0,1,0,0.0313
De'Aaron Fox,SAC,MIN,11/24/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.4,0,2,4,0.5,0.125,0,1,0,0.0313,0,0,,0
De'Aaron Fox,SAC,LAL,3/6/2024,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,5,0.8,1,2,3,0.6667,0.0938,2,2,1,0.0625,0,0,,0
De'Aaron Fox,SAC,TOR,1/5/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.25,1,0,3,0,0.15,1,1,1,0.05,0,0,,0
De'Aaron Fox,SAC,MIN,11/24/2023,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,0.5,0,2,2,1,0.0625,0,2,0,0.0625,0,0,,0
De'Aaron Fox,SAC,NOP,11/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2222
De'Aaron Fox,SAC,CHA,1/2/2024,4-6 Feet - Open,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,4,0.625,0.8333,0,1,0,0.04,1,1,1,0.04,1,2,0.5,0.08
De'Aaron Fox,SAC,DAL,3/26/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,,1,4,0.25,0.2222,0,0,,0,0,0,,0
De'Aaron Fox,SAC,WAS,3/21/2024,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,4,0,,0,4,0,0.1333,0,0,,0,0,0,,0
De'Aaron Fox,SAC,SAS,3/7/2024,0-2 Feet - Very Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,1,1,3,0.3333,0.0938,1,1,1,0.0313,0,0,,0
De'Aaron Fox,SAC,OKC,4/9/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0.5,0,2,0,0.069,1,2,0.5,0.069,0,0,,0
De'Aaron Fox,SAC,CHI,2/3/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,1,1,2,2,1,0.0833,2,2,1,0.0833,0,0,,0
De'Aaron Fox,SAC,NOP,12/4/2023,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0,2,2,1,0.08,0,1,0,0.04,0,1,0,0.04
De'Aaron Fox,SAC,ORL,1/3/2024,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,0,2,2,1,0.0909,0,1,0,0.0455,0,0,,0
De'Aaron Fox,SAC,CHA,1/2/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,1,1,0.04,0,2,0,0.08,0,0,,0
De'Aaron Fox,SAC,MEM,12/31/2023,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,2,0.5,0.087,0,1,0,0.0435,0,0,,0
De'Aaron Fox,SAC,LAL,10/29/2023,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,0,2,2,1,0.0833,0,1,0,0.0417,0,0,,0
De'Aaron Fox,SAC,LAL,10/29/2023,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.6667,0.5,1,1,1,0.0417,1,2,0.5,0.0833,0,0,,0
De'Aaron Fox,SAC,CHA,1/2/2024,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,0,2,2,1,0.08,0,0,,0,0,1,0,0.04
De'Aaron Fox,SAC,POR,12/26/2023,4-6 Feet - Open,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,3,1.3333,1.5,1,1,1,0.0385,0,0,,0,2,2,1,0.0769
De'Aaron Fox,SAC,MIN,12/23/2023,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.5,0.5,0,0,,0,0,1,0,0.0435,1,2,0.5,0.087
De'Aaron Fox,SAC,GSW,10/27/2023,0-2 Feet - Very Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,,1,3,0.3333,0.1071,0,0,,0,0,0,,0
De'Aaron Fox,SAC,OKC,12/14/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,,1,3,0.3333,0.12,0,0,,0,0,0,,0
De'Andre Hunter,ATL,MIA,4/9/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.5,0,1,0,0.0435,0,0,,0,1,3,0.3333,0.1304
De'Andre Hunter,ATL,PHX,3/21/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3077
De'Andre Hunter,ATL,CLE,3/6/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0,2,3,0.6667,0.25,0,1,0,0.0833,0,0,,0
De'Andre Hunter,ATL,CHI,4/1/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.3333
De'Andre Hunter,ATL,MIN,10/30/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.3
De'Andre Hunter,ATL,HOU,12/20/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.3
De'Andre Hunter,ATL,DET,12/18/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.2
De'Andre Hunter,ATL,DET,12/18/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0,0,0,0,,0,0,3,0,0.2,0,0,,0
De'Anthony Melton,PHI,ATL,11/17/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,1,0,0.0769,2,3,0.6667,0.2308
De'Anthony Melton,PHI,OKC,11/25/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3333
De'Anthony Melton,PHI,WAS,12/11/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0,1,1,1,0.0909,0,0,,0,0,3,0,0.2727
De'Anthony Melton,PHI,TOR,10/28/2023,6+ Feet - Wide Open,7-4 Late,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.4286
Dean Wade,CLE,CHI,12/23/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.25
Dean Wade,CLE,NOP,12/21/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.2727
Dean Wade,CLE,ATL,12/16/2023,6+ Feet - Wide Open,7-4 Late,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.375
Deandre Ayton,POR,CHA,4/3/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.7143,0.7143,0,0,,0,5,7,0.7143,0.3182,0,0,,0
Deandre Ayton,POR,GSW,4/11/2024,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,6,0.6667,0.6667,0,0,,0,4,6,0.6667,0.25,0,0,,0
Deandre Ayton,POR,MIL,1/31/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.5,0.5,0,0,,0,3,6,0.5,0.3529,0,0,,0
Deandre Ayton,POR,DEN,2/23/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.6667,0.5,3,4,0.75,0.2353,1,2,0.5,0.1176,0,0,,0
Deandre Ayton,POR,WAS,4/5/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.5,2,3,0.6667,0.12,1,2,0.5,0.08,0,0,,0
Deandre Ayton,POR,BOS,4/7/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.2,0.2,0,0,,0,1,5,0.2,0.2174,0,0,,0
Deandre Ayton,POR,IND,1/19/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0,3,3,1,0.2,0,1,0,0.0667,0,0,,0
Deandre Ayton,POR,LAL,11/17/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,3,4,0.75,0.2857,0,0,,0
Deandre Ayton,POR,CHA,2/25/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.25,0,0,,0,0,0,,0
Deandre Ayton,POR,NYK,3/14/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0.5,0,0,,0,2,4,0.5,0.1905,0,0,,0
Deandre Ayton,POR,WAS,12/21/2023,2-4 Feet - Tight,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.1905,0,0,,0,0,0,,0
Deandre Ayton,POR,BOS,4/7/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,1,2,3,0.6667,0.1304,1,1,1,0.0435,0,0,,0
Deandre Ayton,POR,ORL,4/1/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0.5,1,2,0.5,0.1111,1,2,0.5,0.1111,0,0,,0
Deandre Ayton,POR,MIL,1/31/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0,1,3,0.3333,0.1765,0,1,0,0.0588,0,0,,0
Deandre Ayton,POR,ORL,10/27/2023,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.3333,0,0,,0,0,0,,0
Deandre Ayton,POR,PHX,12/19/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,1 Dribble,3,0,0,0,1,0,0.0556,0,2,0,0.1111,0,0,,0
DeAndre Jordan,DEN,MIN,3/29/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.5714,0,0,,0,0,0,,0
Dejounte Murray,ATL,PHI,1/10/2024,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,6,0.1667,0,1,4,0.25,0.2222,0,2,0,0.1111,0,0,,0
Dejounte Murray,ATL,DAL,4/4/2024,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,5,0.2,0,1,2,0.5,0.1176,0,1,0,0.0588,0,2,0,0.1176
Dejounte Murray,ATL,DAL,1/26/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.6,0.5,2,3,0.6667,0.1667,1,2,0.5,0.1111,0,0,,0
Dejounte Murray,ATL,DET,11/14/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.2,0.5,0,3,0,0.1429,1,2,0.5,0.0952,0,0,,0
Dejounte Murray,ATL,ORL,2/25/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.4,0.3333,1,2,0.5,0.1,1,2,0.5,0.1,0,1,0,0.05
Dejounte Murray,ATL,SAS,11/30/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.4,0.3333,1,2,0.5,0.0952,1,3,0.3333,0.1429,0,0,,0
Dejounte Murray,ATL,CLE,3/6/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0,0,0,1,0,0.0476,0,2,0,0.0952,0,1,0,0.0476
Dejounte Murray,ATL,IND,11/21/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.625,0.5,1,1,1,0.0526,0,1,0,0.0526,1,2,0.5,0.1053
Dejounte Murray,ATL,MIA,4/9/2024,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,0,0,0,2,0,0.0645,0,1,0,0.0323,0,1,0,0.0323
Dejounte Murray,ATL,MIL,12/2/2023,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,0.3333,1,1,1,0.0526,1,2,0.5,0.1053,0,1,0,0.0526
Dejounte Murray,ATL,DET,4/3/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,0.6667,1,1,1,0.0476,2,2,1,0.0952,0,1,0,0.0476
Dejounte Murray,ATL,BOS,3/28/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.75,0.75,0,0,,0,3,4,0.75,0.0909,0,0,,0
Dejounte Murray,ATL,POR,3/27/2024,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.75,1,1,2,0.5,0.1,2,2,1,0.1,0,0,,0
